 (Half Day),（半天）
You are the Leave Approver for this record. Please Update the 'Status' and Save,您是第休假審批此記錄。請更新“狀態”並保存
You can enter any date manually,您可以手動輸入任何日期
You can enter the minimum quantity of this item to be ordered.,您可以輸入資料到訂購的最小數量。
You can not change rate if BOM mentioned agianst any item,你不能改變速度，如果BOM中提到反對的任何項目
You can not enter both Delivery Note No and Sales Invoice No. \					Please enter any one.,你不能同時輸入送貨單號及銷售發票號\請輸入任何一個。
You can set various 'properties' to Users to set default values and apply permission rules based on the value of these properties in various forms.,您可以設置不同的“屬性”，以用戶設置的默認值，並基於各種形式的這些屬性值的權限規則。
You can start by selecting backup frequency and \					granting access for sync,您可以通過選擇備份頻率和\授予訪問權限的同步啟動
You can submit this Stock Reconciliation.,您可以提交該股票對賬。
You can update either Quantity or Valuation Rate or both.,你可以更新數量或估值速率或兩者兼而有之。
You can use <a href='#Form/Customize Form'>Customize Form</a> to set levels on fields.,您可以使用<a href='#Form/Customize Form'>自定義表單</a>上欄位設定水平。
You cannot give more than ,你不能給超過
You have entered duplicate items. Please rectify and try again.,您輸入重複的項目。請糾正，然後再試一次。
You may need to update: ,你可能需要更新：
You must ,你必須
Your Customer's TAX registration numbers (if applicable) or any general information,你的客戶的稅務登記證號碼（如適用）或任何股東信息
Your Customers,您的客戶
Your ERPNext subscription will,您ERPNext訂閱將
Your Products or Services,您的產品或服務
Your Suppliers,您的供應商
"Your download is being built, this may take a few moments...",您的下載正在修建，這可能需要一些時間......
Your sales person who will contact the customer in future,你的銷售人員誰將會聯繫客戶在未來
Your sales person will get a reminder on this date to contact the customer,您的銷售人員將獲得在此日期提醒聯繫客戶
Your setup is complete. Refreshing...,你的設置就完成了。清爽...
Your support email id - must be a valid email - this is where your emails will come!,您的支持電子郵件ID  - 必須是一個有效的電子郵件 - 這就是你的郵件會來！
[Label]:[Field Type]/[Options]:[Width],[標籤]：[字段類型] / [選項]：[寬]
add your own CSS (careful!),添加您自己的CSS（careful!）
adjust,調整
align-center,對準中心
align-justify,對齊對齊
align-left,對齊左
align-right,對齊，右
already available in Price List,在價格表已經存在
and,和
"and create a new Account Ledger (by clicking on Add Child) of type ""Bank or Cash""",並創建一個新的帳戶總帳型“銀行或現金”的（通過點擊添加子）
"and create a new Account Ledger (by clicking on Add Child) of type ""Tax"" and do mention the Tax rate.",並創建一個新的帳戶分類帳類型“稅”（點擊添加子），並且還提到了稅率。
are not allowed for,不允許使用
are not allowed for ,不允許使用
arrow-down,箭頭向下
arrow-left,箭頭左
arrow-right,箭頭向右
arrow-up,向上箭頭
assigned by,由分配
asterisk,星號
backward,落後
ban-circle,禁令圈
barcode,條形碼
bell,鐘
bold,膽大
book,書
bookmark,書籤
briefcase,公文包
bullhorn,擴音器
but entries can be made against Ledger,但項可以對總帳進行
but is pending to be manufactured.,但是有待被製造。
calendar,日曆
camera,相機
cannot be greater than 100,不能大於100
cannot be included in Item's rate,不能包含在項目的速度
cannot start with,無法開始
certificate,證書
check,查
chevron-down,雪佛龍跌
chevron-left,人字形左
chevron-right,雪佛龍 - 右
chevron-up,雪佛龍達
circle-arrow-down,圓圈箭頭向下
circle-arrow-left,圓圈箭頭向左
circle-arrow-right,圓圈箭頭向右
circle-arrow-up,圓圈箭頭行動
cog,COG
comment,評論
create a Custom Field of type Link (Profile) and then use the 'Condition' settings to map that field to the Permission rule.,創建類型鏈接（配置文件）的自定義字段，然後使用“條件”設置到該字段映射到權限規則。
dd-mm-yyyy,日 - 月 - 年
dd/mm/yyyy,日/月/年
deactivate,關閉
discount on Item Code,在產品編號的折扣
does not belong to BOM: ,不屬於BOM：
does not have role 'Leave Approver',沒有作用“休假審批&#39;
download,下載
download-alt,下載的Alt
"e.g. Bank, Cash, Credit Card",例如：銀行，現金，信用卡
"e.g. Kg, Unit, Nos, m",如公斤，單位，NOS，M
edit,編輯
eg. Cheque Number,例如：。支票號碼
eject,噴射
envelope,信封
example: Next Day Shipping,例如：次日發貨
example: http://help.erpnext.com,例如：http://help.erpnext.com
exclamation-sign,驚嘆號標誌
eye-close,眼睛閉
eye-open,眼開
facetime-video,FaceTime的視頻
fast-backward,快退
fast-forward,快進
file,文件
film,電影
filter,過濾器
fire,火
flag,旗
folder-close,文件夾閉
folder-open,文件夾打開
font,字形
forward,向前
fullscreen,全屏
gift,禮物
glass,玻璃
globe,地球
hand-down,用手向下
hand-left,手左
hand-right,手右
hand-up,手機
has been made after posting date,已發表日期之後
have a common territory,有一個共同的領土
hdd,硬盤
headphones,頭戴耳機
heart,心臟
home,家
icon,圖標
in,在
in the same UOM.,在相同的計量單位。
inbox,收件箱
indent-left,縮進左
indent-right,縮進，右
info-sign,信息符號
is linked in,在鏈接
is not allowed.,是不允許的。
italic,斜體
leaf,葉
lft,LFT
list,表
list-alt,列表ALT
lock,鎖
lowercase,小寫
magnet,磁鐵
map-marker,地圖標記物
minus,減
minus-sign,減號
mm-dd-yyyy,MM-DD-YYYY
mm/dd/yyyy,月/日/年
move,移動
music,音樂
must be a Liability account,必須是一個負債帳戶
must be one of,必須是1
not a service item.,不是一個服務項目。
not a sub-contracted item.,不是一個分包項目。
not in,不
not within Fiscal Year,不屬於會計年度
off,離
ok,行
ok-circle,OK-圈
ok-sign,OK-跡象
old_parent,old_parent
or,或
pause,暫停
pencil,鉛筆
picture,圖片
plane,機
play,玩
play-circle,玩圈
plus,加
plus-sign,加號
print,打印
qrcode,QRcode的
question-sign,問題符號
random,隨機
refresh,刷新
remove,清除
remove-circle,刪除圈
remove-sign,刪除符號
repeat,重複
resize-full,調整滿
resize-horizontal,調整大小，水平
resize-small,調整大小小
resize-vertical,調整垂直
retweet,轉推
rgt,RGT
road,道路
screenshot,屏幕截圖
search,搜索
share,共享
share-alt,股份ALT
shopping-cart,購物推車
should be 100%,應為100％
signal,信號
star,明星
star-empty,明星空
step-backward,一步落後
step-forward,步向前
stop,停止
subject,主題
tag,標籤
tags,標籤
"target = ""_blank""",目標=“_blank”
tasks,任務
text-height,文字高度
text-width,文字寬度
th,日
th-large,TH-大
th-list,日列表
they are created automatically from the Customer and Supplier master,它們從客戶和供應商的主站自動創建
thumbs-down,拇指向下
thumbs-up,豎起大拇指
time,時間
tint,色彩
to,至
"to be included in Item's rate, it is required that: ",被包括在物品的速率，它是必需的：
to set the given stock and valuation on this date.,設置給定的股票及估值對這個日期。
trash,垃圾
upload,上載
user,用戶
user_image_show,user_image_show
usually as per physical inventory.,通常按照實際庫存。
volume-down,容積式
volume-off,體積過
volume-up,容積式
warning-sign,警告符號
website page link,網站頁面的鏈接
which is greater than sales order qty ,這是大於銷售訂單數量
wrench,扳手
yyyy-mm-dd,年 - 月 - 日
zoom-in,放大式
zoom-out,拉遠
