DocType: Accounting Period,Period Name,期间名称
apps/erpnext/erpnext/buying/utils.py,Warehouse is mandatory for stock Item {0} in row {1},行{1}中的物料{0}必须指定仓库
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Retail & Wholesale,零售及批发
DocType: Issue,First Responded On,首次回复时间
DocType: Website Item Group,Cross Listing of Item in multiple groups,多个群组物料交叉显示
DocType: Employee Tax Exemption Declaration,Other Incomes,其他收入
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},财务年度开始日期和结束日期已经在财年{0}中设置
DocType: Projects Settings,Ignore User Time Overlap,忽略用户时间重叠
DocType: Accounting Period,Accounting Period,会计期间
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py,Clearance Date updated,间隙更新日期
apps/erpnext/erpnext/stock/doctype/batch/batch.js,Split Batch,拆分批
apps/erpnext/erpnext/stock/doctype/batch/batch.js,Split Batch,拆分批
DocType: Stock Settings,Batch Identification,批次标识
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py,Successfully Reconciled,核消/对账成功
DocType: Request for Quotation Supplier,Download PDF,下载PDF
DocType: Work Order,Planned End Date,计划的结束日期
DocType: Shareholder,Hidden list maintaining the list of contacts linked to Shareholder,保存链接到股东的联系人列表的隐藏的列表
DocType: Exchange Rate Revaluation Account,Current Exchange Rate,当前汇率
DocType: Item,"Sales, Purchase, Accounting Defaults",销售，采购，会计违约
DocType: Accounting Dimension Detail,Accounting Dimension Detail,会计维度明细
apps/erpnext/erpnext/config/non_profit.py,Donor Type information.,捐助者类型信息。
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,{0} on Leave on {1},{0}离开{1}
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Available for use date is required,需要使用可用日期
DocType: Request for Quotation,Supplier Detail,供应商详细
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Error in formula or condition: {0},公式或条件错误:{0}
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Invoiced Amount,费用清单金额
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_period/supplier_scorecard_period.py,Criteria weights must add up to 100%,标准重量必须达100％
apps/erpnext/erpnext/education/doctype/course_schedule/course_schedule.js,Attendance,考勤
apps/erpnext/erpnext/public/js/pos/pos.html,Stock Items,库存产品
DocType: Sales Invoice,Update Billed Amount in Sales Order,更新销售订单中的结算金额
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Contact Seller,联系卖家
DocType: BOM,Materials,物料
DocType: Leave Block List,"If not checked, the list will have to be added to each Department where it has to be applied.",如果未选中，此列表将需要手动添加到部门。
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Posting date and posting time is mandatory,记帐日期和记帐时间必填
apps/erpnext/erpnext/config/buying.py,Tax template for buying transactions.,采购业务的税项模板。
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Please login as a Marketplace User to report this item.,请以市场用户身份登录以报告此项目。
,Sales Partner Commission Summary,销售合作伙伴佣金摘要
,Item Prices,物料价格
DocType: Purchase Order,In Words will be visible once you save the Purchase Order.,大写金额将在采购订单保存后显示。
DocType: Holiday List,Add to Holidays,加入到假期
DocType: Woocommerce Settings,Endpoint,端点
DocType: Period Closing Voucher,Period Closing Voucher,期末结帐凭证
DocType: Patient Encounter,Review Details,评论细节
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The shareholder does not belong to this company,该股东不属于这家公司
DocType: Dosage Form,Dosage Form,剂型
apps/erpnext/erpnext/crm/doctype/email_campaign/email_campaign.py,Please set up the Campaign Schedule in the Campaign {0},请在广告系列{0}中设置广告系列计划
apps/erpnext/erpnext/config/buying.py,Price List master.,价格清单主数据。
DocType: Task,Review Date,评论日期
DocType: BOM,Allow Alternative Item,允许替代物料
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.js,Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,购买收据没有任何启用了保留样本的项目。
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Invoice Grand Total,发票总计
DocType: Company,Series for Asset Depreciation Entry (Journal Entry),固定资产折旧凭证命名序列（手工凭证）
DocType: Membership,Member Since,自...成为会员
DocType: Purchase Invoice,Advance Payments,预付款
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Time logs are required for job card {0},作业卡{0}需要时间日志
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Please select Healthcare Service,请选择医疗保健服务
DocType: Purchase Taxes and Charges,On Net Total,基于净总计
apps/erpnext/erpnext/controllers/item_variant.py,Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},物料{4}的属性{0}其属性值必须{1}到{2}范围内，且增量{3}
DocType: Pricing Rule,Product Discount Scheme,产品折扣计划
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,No issue has been raised by the caller.,调用者没有提出任何问题。
DocType: Restaurant Reservation,Waitlisted,轮候
DocType: Employee Tax Exemption Declaration Category,Exemption Category,豁免类别
apps/erpnext/erpnext/accounts/doctype/account/account.py,Currency can not be changed after making entries using some other currency,货币不能使用其他货币进行输入后更改
DocType: Shipping Rule,Fixed,固定
DocType: Vehicle Service,Clutch Plate,离合器压盘
DocType: Tally Migration,Round Off Account,四舍五入科目
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Administrative Expenses,行政费用
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Consulting,咨询
DocType: Subscription Plan,Based on price list,基于价格表
DocType: Customer Group,Parent Customer Group,父（上级）客户群组
apps/erpnext/erpnext/regional/india/utils.py,e-Way Bill JSON can only be generated from Sales Invoice,e-Way Bill JSON只能从销售发票中生成
apps/erpnext/erpnext/education/doctype/quiz/quiz.py,Maximum attempts for this quiz reached!,达到此测验的最大尝试次数！
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Subscription,循环分录系列/循环凭证
apps/erpnext/erpnext/education/doctype/fee_schedule/fee_schedule_list.js,Fee Creation Pending,费用创作待定
DocType: Project Template Task,Duration (Days),持续时间（天）
DocType: Appraisal Goal,Score Earned,已得分数
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Notice Period,通知期
DocType: Asset Category,Asset Category Name,资产类别名称
apps/erpnext/erpnext/setup/doctype/territory/territory.js,This is a root territory and cannot be edited.,这是一个根区域，无法被编辑。
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person_tree.js,New Sales Person Name,新销售人员的姓名
DocType: Packing Slip,Gross Weight UOM,毛重计量单位
DocType: Employee Transfer,Create New Employee Id,创建新的员工ID
apps/erpnext/erpnext/public/js/hub/components/item_publish_dialog.js,Set Details,设置细节
apps/erpnext/erpnext/templates/pages/home.html,By {0},到{0}
DocType: Travel Itinerary,Travel From,出差出发地
DocType: Asset Maintenance Task,Preventive Maintenance,预防性的维护
DocType: Delivery Note Item,Against Sales Invoice,针对的销售费用清单
DocType: Purchase Invoice,07-Others,07，其他
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Please enter serial numbers for serialized item ,请输入序列号序列号
DocType: Bin,Reserved Qty for Production,用于生产的预留数量
DocType: Student Group Creation Tool,Leave unchecked if you don't want to consider batch while making course based groups. ,如果您不想在制作基于课程的组时考虑批量，请不要选中。
DocType: Student Group Creation Tool,Leave unchecked if you don't want to consider batch while making course based groups. ,如果在创建基于组的课程时不考虑批（号），请不要勾选。
DocType: Asset,Frequency of Depreciation (Months),折旧率（月）
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Credit Account,贷方科目
DocType: Landed Cost Item,Landed Cost Item,到岸成本物料
apps/erpnext/erpnext/accounts/report/profitability_analysis/profitability_analysis.js,Show zero values,显示零值
DocType: BOM,Quantity of item obtained after manufacturing / repacking from given quantities of raw materials,原材料被生产/重新打包后得到的物料数量
DocType: Lab Test,Test Group,测试组
DocType: Service Level Agreement,Entity,实体
DocType: Payment Reconciliation,Receivable / Payable Account,应收/应付账款
DocType: Delivery Note Item,Against Sales Order Item,针对的销售订单项
DocType: Company,Company Logo,公司标志
DocType: QuickBooks Migrator,Default Warehouse,默认仓库
apps/erpnext/erpnext/accounts/doctype/budget/budget.py,Budget cannot be assigned against Group Account {0},预算不能分派给群组类科目{0}
DocType: Shopping Cart Settings,Show Price,显示价格
DocType: Healthcare Settings,Patient Registration,病人登记
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py,Please enter parent cost center,请输入父成本中心
DocType: Delivery Note,Print Without Amount,打印量不
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py,Depreciation Date,折旧日期
,Work Orders in Progress,工单正在进行中
DocType: Customer Credit Limit,Bypass Credit Limit Check,绕过信用额度检查
DocType: Issue,Support Team,支持团队
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,Expiry (In Days),过期(按天计算)
DocType: Appraisal,Total Score (Out of 5),总分（满分5分）
DocType: Student Attendance Tool,Batch,批次
DocType: Support Search Source,Query Route String,查询路由字符串
DocType: Tally Migration,Day Book Data,日簿数据
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Update rate as per last purchase,根据上次购买更新率
DocType: Donor,Donor Type,捐助者类型
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Auto repeat document updated,自动重复文件更新
apps/erpnext/erpnext/stock/doctype/item/item.js,Balance,余额
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please select the Company,请选择公司
DocType: Employee Checkin,Skip Auto Attendance,跳过自动出勤
DocType: BOM,Job Card,工作卡
DocType: Room,Seating Capacity,座位数
DocType: Issue,ISS-,ISS-
DocType: Item,Is Non GST,是非消费税
DocType: Lab Test Groups,Lab Test Groups,实验室测试组
apps/erpnext/erpnext/config/accounting.py,Profitability,盈利能力
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,Party Type and Party is mandatory for {0} account,科目{0}业务伙伴类型及业务伙伴信息必填
DocType: Project,Total Expense Claim (via Expense Claims),总费用报销（通过费用报销）
DocType: GST Settings,GST Summary,消费税总结
apps/erpnext/erpnext/hr/doctype/daily_work_summary_group/daily_work_summary_group.py,Please enable default incoming account before creating Daily Work Summary Group,请在创建每日工作总结组之前启用默认收件邮箱
DocType: Assessment Result,Total Score,总得分
DocType: Crop Cycle,ISO 8601 standard,ISO 8601标准
DocType: Journal Entry,Debit Note,借项通知单
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,You can only redeem max {0} points in this order.,您只能按此顺序兑换最多{0}个积分。
DocType: Expense Claim,HR-EXP-.YYYY.-,HR-EXP-.YYYY.-
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,Please enter API Consumer Secret,请输入API消费者密码
DocType: Stock Entry,As per Stock UOM,按库存的基础单位
apps/erpnext/erpnext/stock/doctype/batch/batch_list.js,Not Expired,未过期
DocType: Student Log,Achievement,已完成的
DocType: Asset,Insurer,保险公司
DocType: Batch,Source Document Type,源文档类型
DocType: Batch,Source Document Type,源文档类型
apps/erpnext/erpnext/education/doctype/course_scheduling_tool/course_scheduling_tool.js,Following course schedules were created,按照课程工时单创建
DocType: Employee Onboarding,Employee Onboarding,员工入职
