DocType: Accounting Period,Period Name,Nom de période
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js,Child nodes can be only created under 'Group' type nodes,Les noeuds enfants peuvent être créés uniquement dans les nœuds de type &#39;Groupe&#39;
DocType: Attendance Request,Half Day Date,Date de Demi-Journée
DocType: Academic Year,Academic Year Name,Nom de l'Année Académique
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,{0} not allowed to transact with {1}. Please change the Company.,{0} n'est pas autorisé à traiter avec {1}. Veuillez changer la société.
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_sub_category/employee_tax_exemption_sub_category.py,Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1},Le montant maximal de l&#39;exemption ne peut pas dépasser le montant maximal de l&#39;exonération {0} de la catégorie d&#39;exonération fiscale {1}.
DocType: Sales Partner,Contact Desc,Desc. du Contact
DocType: Email Digest,Send regular summary reports via Email.,Envoyer régulièrement des rapports de synthèse par Email.
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Please set default account in Expense Claim Type {0},Veuillez définir le compte par défaut dans le Type de Note de Frais {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application_dashboard.html,Available Leaves,Congés disponibles
DocType: Assessment Result,Student Name,Nom de l'Étudiant
DocType: Hub Tracked Item,Item Manager,Gestionnaire d'Article
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Payroll Payable,Paie à Payer
DocType: GSTR 3B Report,April,avril
DocType: Plant Analysis,Collection Datetime,Date et heure du prélèvement
DocType: Asset Repair,ACC-ASR-.YYYY.-,ACC-ASR-.AAAA.-
DocType: Work Order,Total Operating Cost,Coût d'Exploitation Total
apps/erpnext/erpnext/controllers/selling_controller.py,Note: Item {0} entered multiple times,Remarque : Article {0} saisi plusieurs fois
apps/erpnext/erpnext/config/buying.py,All Contacts.,Tous les Contacts.
DocType: Accounting Period,Closed Documents,Documents fermés
DocType: Healthcare Settings,Manage Appointment Invoice submit and cancel automatically for Patient Encounter,Gérer les factures de rendez-vous soumettre et annuler automatiquement pour la consultation des patients
apps/erpnext/erpnext/config/website.py,Add cards or custom sections on homepage,Ajouter des cartes ou des sections personnalisées sur la page d&#39;accueil
DocType: Patient Appointment,Referring Practitioner,Praticien référant
apps/erpnext/erpnext/public/js/setup_wizard.js,Company Abbreviation,Abréviation de la Société
apps/erpnext/erpnext/hr/doctype/employee/employee.py,User {0} does not exist,Utilisateur {0} n'existe pas
DocType: Payment Term,Day(s) after invoice date,Jour (s) après la date de la facture
apps/erpnext/erpnext/setup/doctype/company/company.js,Date of Commencement should be greater than Date of Incorporation,La date de démarrage doit être postérieure à la date de constitution
DocType: Contract,Signed On,Signé le
DocType: Bank Account,Party Type,Type de Tiers
DocType: Discounted Invoice,Discounted Invoice,Facture à prix réduit
DocType: Payment Schedule,Payment Schedule,Calendrier de paiement
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,No Employee found for the given employee field value. '{}': {},Aucun employé trouvé pour la valeur de champ d&#39;employé donnée. &#39;{}&#39;: {}
DocType: Item Attribute Value,Abbreviation,Abréviation
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Payment Entry already exists,L’Écriture de Paiement existe déjà
DocType: Course Content,Quiz,Quiz
DocType: Subscription,Trial Period End Date,Date de fin de la période d&#39;évaluation
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py,Not authroized since {0} exceeds limits,Non autorisé car {0} dépasse les limites
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.py,Start entering data from here : ,Commencez à saisir des données à partir d&#39;ici:
DocType: Serial No,Asset Status,Statut de l&#39;actif
DocType: Sales Invoice,Over Dimensional Cargo (ODC),Cargaison hors dimension (ODC)
DocType: Restaurant Order Entry,Restaurant Table,Table de restaurant
DocType: Hotel Room,Hotel Manager,Directeur de l&#39;hôtel
apps/erpnext/erpnext/utilities/activation.py,Create Student Batch,Créer un lot d&#39;étudiants
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py,Set Tax Rule for shopping cart,Définir la Règle d'Impôt pour le panier
apps/erpnext/erpnext/hr/doctype/job_offer/job_offer.py,There are no vacancies under staffing plan {0},Il n&#39;y a pas de postes vacants dans le plan de dotation en personnel {0}
DocType: Purchase Invoice,Taxes and Charges Added,Taxes et Frais Additionnels
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,Ligne d'amortissement {0}: La date d'amortissement suivante ne peut pas être antérieure à la date de mise en service
,Sales Funnel,Entonnoir de Vente
apps/erpnext/erpnext/setup/doctype/company/company.py,Abbreviation is mandatory,Abréviation est obligatoire
DocType: Project,Task Progress,Progression de la Tâche
apps/erpnext/erpnext/templates/includes/navbar/navbar_items.html,Cart,Panier
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.py,Bank account {0} already exists and could not be created again,Le compte bancaire {0} existe déjà et n&#39;a pas pu être créé à nouveau.
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Missed,Appel manqué
DocType: Certified Consultant,GitHub ID,Identifiant GitHub
DocType: Staffing Plan,Total Estimated Budget,Budget total estimé
,Qty to Transfer,Qté à Transférer
apps/erpnext/erpnext/config/selling.py,Quotes to Leads or Customers.,Devis de Prospects ou Clients.
DocType: Stock Settings,Role Allowed to edit frozen stock,Rôle Autorisé à modifier un stock gelé
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,All Customer Groups,Tous les Groupes Client
apps/erpnext/erpnext/accounts/doctype/budget/budget.py,Accumulated Monthly,Cumul Mensuel
DocType: Attendance Request,On Duty,Permanence
apps/erpnext/erpnext/controllers/accounts_controller.py,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0} est obligatoire. Peut-être qu’un enregistrement de Taux de Change n'est pas créé pour {1} et {2}.
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.py,Staffing Plan {0} already exist for designation {1},Le plan de dotation en personnel {0} existe déjà pour la désignation {1}
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py,Tax Template is mandatory.,Un Modèle de Taxe est obligatoire.
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Goods are already received against the outward entry {0},Les marchandises sont déjà reçues pour l&#39;entrée sortante {0}
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Last Issue,Dernier numéro
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0}: Parent account {1} does not exist,Compte {0}: Le Compte parent {1} n'existe pas
DocType: Bank Account,Mask,Masque
DocType: POS Closing Voucher,Period Start Date,Date de début de la période
DocType: Purchase Invoice Item,Price List Rate (Company Currency),Taux de la Liste de Prix (Devise Société)
DocType: Products Settings,Products Settings,Paramètres des Produits
,Item Price Stock,Stock et prix de l'article
apps/erpnext/erpnext/config/retail.py,To make Customer based incentive schemes.,Faire des programmes d&#39;incitation basés sur le client.
DocType: Lab Prescription,Test Created,Test Créé
DocType: Healthcare Settings,Custom Signature in Print,Signature personnalisée dans l&#39;impression
DocType: Account,Temporary,Temporaire
DocType: Material Request Plan Item,Customer Provided,Client fourni
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Customer LPO No.,N° de commande client locale
DocType: Amazon MWS Settings,Market Place Account Group,Groupe de comptes de marché
DocType: Program,Courses,Cours
DocType: Monthly Distribution Percentage,Percentage Allocation,Allocation en Pourcentage
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Secretary,Secrétaire
apps/erpnext/erpnext/regional/india/utils.py,House rented dates required for exemption calculation,Les dates de location du logement sont requises pour le calcul de l'exemption
DocType: Global Defaults,"If disable, 'In Words' field will not be visible in any transaction","Si coché, le champ 'En Lettre' ne sera visible dans aucune transaction"
DocType: Quality Review Table,Quality Review Table,Tableau d&#39;examen de la qualité
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,This action will stop future billing. Are you sure you want to cancel this subscription?,Cette action arrêtera la facturation future. Êtes-vous sûr de vouloir annuler cet abonnement?
DocType: Serial No,Distinct unit of an Item,Unité distincte d'un Article
DocType: Supplier Scorecard Criteria,Criteria Name,Nom du Critère
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.js,Please set Company,Veuillez sélectionner une Société
DocType: Procedure Prescription,Procedure Created,Procédure créée
DocType: Pricing Rule,Buying,Achat
apps/erpnext/erpnext/config/agriculture.py,Diseases & Fertilizers,Maladies et engrais
DocType: HR Settings,Employee Records to be created by,Dossiers de l'Employés ont été créées par
DocType: Inpatient Record,AB Negative,AB Négatif
DocType: POS Profile,Apply Discount On,Appliquer Réduction Sur
DocType: Member,Membership Type,Type d&#39;adhésion
,Reqd By Date,Requis par Date
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Creditors,Créditeurs
DocType: Assessment Plan,Assessment Name,Nom de l'Évaluation
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Serial No is mandatory,Ligne # {0} : N° de série est obligatoire
DocType: Purchase Taxes and Charges,Item Wise Tax Detail,Détail des Taxes par Article
DocType: Employee Onboarding,Job Offer,Offre d&#39;emploi
apps/erpnext/erpnext/public/js/setup_wizard.js,Institute Abbreviation,Abréviation de l'Institut
,Item-wise Price List Rate,Taux de la Liste des Prix par Article
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Supplier Quotation,Devis Fournisseur
apps/erpnext/erpnext/config/support.py,Issue Priority.,Priorité d&#39;émission.
DocType: Quotation,In Words will be visible once you save the Quotation.,En Toutes Lettres. Sera visible une fois que vous enregistrerez le Devis.
apps/erpnext/erpnext/utilities/transaction_base.py,Quantity ({0}) cannot be a fraction in row {1},La quantité ({0}) ne peut pas être une fraction dans la ligne {1}
DocType: Contract,Unsigned,Non signé
DocType: Selling Settings,Each Transaction,A chaque transaction
apps/erpnext/erpnext/stock/doctype/item/item.py,Barcode {0} already used in Item {1},Le Code Barre {0} est déjà utilisé dans l'article {1}
DocType: Shift Type,The time before the shift end time when check-out is considered as early (in minutes).,L&#39;heure avant l&#39;heure de fin du quart de travail au moment du départ est considérée comme précoce (en minutes).
apps/erpnext/erpnext/config/selling.py,Rules for adding shipping costs.,Règles pour l'ajout de frais de port.
DocType: Hotel Room,Extra Bed Capacity,Capacité de lits supplémentaire
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Varaiance ,Varaiance
apps/erpnext/erpnext/config/hr.py,Performance,Performance
DocType: Item,Opening Stock,Stock d'Ouverture
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py,Customer is required,Client est requis
DocType: Lab Test,Result Date,Date de Résultat
DocType: Purchase Order,To Receive,À Recevoir
DocType: Leave Period,Holiday List for Optional Leave,Liste de jours fériés pour congé facultatif
DocType: Item Tax Template,Tax Rates,Les taux d&#39;imposition
apps/erpnext/erpnext/utilities/user_progress.py,user@example.com,utilisateur@exemple.com
DocType: Asset,Asset Owner,Propriétaire de l'Actif
DocType: Item,Website Content,Contenu du site Web
DocType: Bank Account,Integration ID,ID d&#39;intégration
DocType: Purchase Invoice,Reason For Putting On Hold,Raison de la mise en attente
DocType: Employee,Personal Email,Email Personnel
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Variance,Variance Totale
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.","Si activé, le système publiera automatiquement les écritures comptables pour l'inventaire."
apps/erpnext/erpnext/accounts/doctype/bank_account/test_bank_account.py,BankAccount.validate_iban() accepted invalid IBAN {},BankAccount.validate_iban () a accepté un IBAN non valide {}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Brokerage,Courtage
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Attendance for employee {0} is already marked for this day,La présence de l'employé {0} est déjà marquée pour cette journée
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'",en Minutes Mises à Jour via le 'Journal des Temps'
DocType: Customer,From Lead,Du Prospect
DocType: Amazon MWS Settings,Synch Orders,Commandes de synchronisation
apps/erpnext/erpnext/config/manufacturing.py,Orders released for production.,Commandes validées pour la production.
