DocType: Accounting Period,Period Name,Időszak neve
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,BOM 1,BOM 1
apps/erpnext/erpnext/assets/report/fixed_asset_register/fixed_asset_register.py,Asset Id,Asset Id
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit/healthcare_service_unit.js,This is a root healthcare service unit and cannot be edited.,"Ez egy forrás egészségügyi szolgáltatási egység, és nem szerkeszthető."
DocType: Asset Repair,Repair Status,Javítási állapota
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,"Requested Qty: Quantity requested for purchase, but not ordered.","Kért mennyiség: Mennyiség vételhez, de nem rendelte."
,Subcontracted Item To Be Received,Alvállalkozók által igénybe veendő tétel
apps/erpnext/erpnext/public/js/event.js,Add Sales Partners,Értékesítési partnerek hozzáadása
apps/erpnext/erpnext/config/accounting.py,Accounting journal entries.,Könyvelési naplóbejegyzések.
DocType: Travel Request,Travel Request,Utazási kérelem
DocType: Payment Reconciliation,System will fetch all the entries if limit value is zero.,"A rendszer lekér minden bejegyzést, ha a határérték nulla."
DocType: Delivery Note Item,Available Qty at From Warehouse,Elérhető Mennyiség a behozatali raktárban
apps/erpnext/erpnext/hr/doctype/department_approver/department_approver.py,Please select Employee Record first.,"Kérjük, válassza ki először az Alkalmazotti bejegyzést."
apps/erpnext/erpnext/hr/doctype/attendance_request/attendance_request.py,Attendance not submitted for {0} as it is a Holiday.,"Részvételt nem jelölte {0} , mert szabadságon volt."
DocType: POS Profile,Account for Change Amount,Átváltási összeg számlája
DocType: QuickBooks Migrator,Connecting to QuickBooks,Csatlakozás QuickBookshez
DocType: Exchange Rate Revaluation,Total Gain/Loss,Teljes nyereség/veszteség
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Create Pick List,Készítsen válogatási listát
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Sor {0}: Ügyfél / fiók nem egyezik {1} / {2} a {3} {4}
DocType: Employee Promotion,Employee Promotion,Alkalmazotti promóció
DocType: Maintenance Team Member,Maintenance Team Member,Karbantartó csoporttag
DocType: Agriculture Analysis Criteria,Soil Analysis,Talajelemzés
apps/erpnext/erpnext/education/report/course_wise_assessment_report/course_wise_assessment_report.html,Course Code: ,Tanfolyam kód:
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Please enter Expense Account,"Kérjük, adja meg a Költség számlát"
DocType: Quality Action Resolution,Problem,Probléma
DocType: Account,Stock,Készlet
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","Sor # {0}: Referencia Dokumentum típus legyen Beszerzési megrendelés, Beszerzési számla vagy Naplókönyvelés"
DocType: Employee,Current Address,Jelenlegi cím
DocType: Item,"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified","Ha a tétel egy másik tétel egy változata akkor a leírás, kép, árképzés, adók stb. a sablonból lesz kiállítva, hacsak nincs külön meghatározva"
DocType: Production Plan Item,Make Work Order for Sub Assembly Items,Készítsen munkarendelést az összeszerelt elemekhez
DocType: Serial No,Purchase / Manufacture Details,Beszerzés / gyártás Részletek
DocType: Assessment Group,Assessment Group,Értékelés csoport
DocType: Stock Entry,Per Transferred,Per Transfer
apps/erpnext/erpnext/config/help.py,Batch Inventory,Köteg  készlet
DocType: Sales Invoice,GST Transporter ID,GST Transporter ID
DocType: Procedure Prescription,Procedure Name,Eljárás elnevezése
DocType: Employee,Contract End Date,Szerződés lejárta
DocType: Amazon MWS Settings,Seller ID,Az eladó azonosítója
DocType: Sales Order,Track this Sales Order against any Project,Kövesse nyomon ezt a Vevői rendelést bármely témával
DocType: Bank Statement Transaction Entry,Bank Statement Transaction Entry,Banki kivonat tranzakció bejegyzés
DocType: Sales Invoice Item,Discount and Margin,Kedvezmény és árkülönbözet
DocType: Lab Test,Prescription,Recept
DocType: Company,Default Deferred Revenue Account,Alapértelmezett halasztott bevételi számla
DocType: Project,Second Email,Második e-mail
DocType: Budget,Action if Annual Budget Exceeded on Actual,"Cselekvés, ha az éves költségvetés meghaladja a tényleges keretet"
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Not Available,Nincs
DocType: Pricing Rule,Min Qty,Min. menny.
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Disable Template,Sablon letiltása
DocType: Bank Statement Transaction Invoice Item,Transaction Date,Ügylet dátuma
DocType: Production Plan Item,Planned Qty,Tervezett Menny.
DocType: Project Template Task,Begin On (Days),Kezdés (napok)
DocType: Quality Action,Preventive,Megelőző
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Supplies made to Unregistered Persons,Regisztrálatlan személyek részére készített ellátás
DocType: Company,Date of Incorporation,Bejegyzés kelte
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py,Total Tax,Összes adó
apps/erpnext/erpnext/manufacturing/report/bom_stock_calculated/bom_stock_calculated.py,Last Purchase Price,Utolsó vétel ár
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,For Quantity (Manufactured Qty) is mandatory,Mennyiséghez (gyártott db) kötelező
DocType: Stock Entry,Default Target Warehouse,Alapértelmezett cél raktár
DocType: Purchase Invoice,Net Total (Company Currency),Nettó összesen (vállalkozás pénznemében)
DocType: Sales Invoice,Air,Levegő
apps/erpnext/erpnext/education/doctype/academic_year/academic_year.py,The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,"Az év vége dátum nem lehet korábbi, mint az Év kezdete. Kérjük javítsa ki a dátumot, és próbálja újra."
DocType: Purchase Order,Set Target Warehouse,Cél raktár beállítása
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,{0} is not in Optional Holiday List,{0} nem szerepel az Lehetséges Ünnepi Listában
DocType: Amazon MWS Settings,JP,JP
DocType: BOM,Scrap Items,Hulladék tételek
DocType: Work Order,Actual Start Date,Tényleges kezdési dátum
DocType: Sales Order,% of materials delivered against this Sales Order,% anyag tétel szállítva ehhez a Vevői Rendeléshez
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}","A fizetési struktúra hozzárendelésének kihagyása a következő alkalmazottak részére, mivel már léteznek fizetési struktúra hozzárendelési rekord a részükre. {0}"
apps/erpnext/erpnext/config/manufacturing.py,Generate Material Requests (MRP) and Work Orders.,Anyagigénylések (MRP) és munka rendelések létrehozása.
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Set default mode of payment,Állítsa be a fizetés alapértelmezett módját
DocType: Stock Entry Detail,Against Stock Entry,A készletbejegyzés ellen
DocType: Grant Application,Withdrawn,Visszavont
DocType: Support Search Source,Support Search Source,Támogatás kereső forrása
apps/erpnext/erpnext/accounts/report/account_balance/account_balance.js,Chargeble,Chargeble
DocType: Project,Gross Margin %,Bruttó árkülönbözet %
DocType: BOM,With Operations,Műveletek is
DocType: Support Search Source,Post Route Key List,Utasítássor kulcslistája
apps/erpnext/erpnext/accounts/party.py,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,"Könyvelési tétel már megtörtént {0} pénznemben a {1} céghez. Kérjük, válasszon bevételi vagy kifizetendő számlát ebben a pénznemben {0}."
DocType: Asset,Is Existing Asset,Ez meglévő vagonyi-eszköz
DocType: Salary Component,Statistical Component,Statisztikai összetevő
DocType: Warranty Claim,If different than customer address,"Ha más, mint a vevő címe"
DocType: Purchase Invoice,Without Payment of Tax,Adófizetés nélkül
DocType: BOM Operation,BOM Operation,ANYGJZ művelet
DocType: Purchase Taxes and Charges,On Previous Row Amount,Előző sor összegén
DocType: Options,Is Correct,Helyes
DocType: Item,Has Expiry Date,Érvényességi idővel rendelkezik
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Transfer Asset,Vagyontárgy átvitel
apps/erpnext/erpnext/config/support.py,Issue Type.,Probléma típus.
DocType: POS Profile,POS Profile,POS profil
DocType: Training Event,Event Name,Esemény neve
DocType: Healthcare Practitioner,Phone (Office),Telefon (iroda)
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,"Cannot Submit, Employees left to mark attendance","Nem lehet elküldeni, a munkatársak figyelmen kívül hagyják a részvételt"
DocType: Inpatient Record,Admission,Belépés
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,Admissions for {0},Felvételi: {0}
DocType: Shift Type,Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,"Az alkalmazottak bejelentkezésének utoljára ismert sikeres szinkronizálása. Ezt csak akkor állítsa vissza, ha biztos benne, hogy az összes naplót az összes helyről szinkronizálja. Kérjük, ne módosítsa ezt, ha nem biztos benne."
apps/erpnext/erpnext/config/accounting.py,"Seasonality for setting budgets, targets etc.","Szezonalitás a költségvetések tervezéséhez, célok stb"
apps/erpnext/erpnext/www/all-products/index.html,No values,Nincs érték
DocType: Supplier Scorecard Scoring Variable,Variable Name,Változó név
apps/erpnext/erpnext/stock/get_item_details.py,"Item {0} is a template, please select one of its variants","Tétel:  {0}, egy sablon, kérjük, válasszon variánst"
DocType: Purchase Invoice Item,Deferred Expense,Halasztott költség
apps/erpnext/erpnext/public/js/hub/pages/Messages.vue,Back to Messages,Vissza az üzenetekhez
apps/erpnext/erpnext/hr/doctype/salary_structure_assignment/salary_structure_assignment.py,From Date {0} cannot be before employee's joining Date {1},A (z) {0} dátumtól kezdve nem lehet a munkavállaló munkábalépési dátuma {1} előtti
DocType: Asset,Asset Category,Vagyontárgy kategória
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Net pay cannot be negative,Nettó fizetés nem lehet negatív
DocType: Purchase Order,Advance Paid,A kifizetett előleg
DocType: Manufacturing Settings,Overproduction Percentage For Sales Order,Túltermelés százaléka az értékesítési vevői rendelésre
DocType: Item Group,Item Tax,Tétel adójának típusa
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Material to Supplier,Anyag beszállítóhoz
DocType: Soil Texture,Loamy Sand,Agyagos homok
,Lost Opportunity,Elveszett lehetőség
DocType: Accounts Settings,Determine Address Tax Category From,Határozza meg a cím adókategóriáját -tól
DocType: Production Plan,Material Request Planning,Anyagigénylés tervezés
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Excise Invoice,Jövedéki számla
apps/erpnext/erpnext/education/doctype/grading_scale/grading_scale.py,Treshold {0}% appears more than once,Küszöb {0}% egynél többször jelenik meg
DocType: Expense Claim,Employees Email Id,Alkalmazottak email id azonosító
DocType: Employee Attendance Tool,Marked Attendance,jelzett Nézőszám
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Current Liabilities,Rövid lejáratú kötelezettségek
apps/erpnext/erpnext/public/js/projects/timer.js,Timer exceeded the given hours.,Az időzítő túllépte a megadott órát.
apps/erpnext/erpnext/config/crm.py,Send mass SMS to your contacts,Küldjön tömeges SMS-t a kapcsolatainak
DocType: Inpatient Record,A Positive,Egy pozitív
DocType: Program,Program Name,Program neve
DocType: Purchase Taxes and Charges,Consider Tax or Charge for,Fontolja meg az adókat és díjakat erre
DocType: Driver,Driving License Category,Vezetői engedély kategóriája
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Actual Qty is mandatory,Tényleges Mennyiség ami kötelező
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,"{0} currently has a {1} Supplier Scorecard standing, and Purchase Orders to this supplier should be issued with caution.","A(z) {0} jelenleg {1} Szállítói mutatószámmal rendelkezik, ezért a vevői rendeléseket ennek a szállítónak óvatosan kell kiadni."
DocType: Asset Maintenance Team,Asset Maintenance Team,Vagyontárgy karbantartó csoport
apps/erpnext/erpnext/setup/default_success_action.py,{0} has been submitted successfully,{0} sikeresen beküldésre került
DocType: Loan,Loan Type,Hitel típus
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Credit Card,Hitelkártya
DocType: Quality Goal,Quality Goal,Minőségi cél
DocType: BOM,Item to be manufactured or repacked,A tétel gyártott vagy újracsomagolt
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Syntax error in condition: {0},Szintaktikai hiba ebben az állapotban: {0}
DocType: Fee Structure,EDU-FST-.YYYY.-,EDU-FST-.YYYY.-
DocType: Employee Education,Major/Optional Subjects,Fő / választható témák
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please Set Supplier Group in Buying Settings.,"Kérjük, állítsa be a beszállítói csoportot a beszerzés beállításokból."
DocType: Sales Invoice Item,Drop Ship,Drop Ship /Vevőtől eladóhoz/
