DocType: Accounting Period,Period Name,ชื่อช่วงเวลา
DocType: Shift Type,Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,การซิงค์ที่ประสบความสำเร็จครั้งล่าสุดของ Checkin ของพนักงาน รีเซ็ตนี้เฉพาะเมื่อคุณแน่ใจว่าบันทึกทั้งหมดซิงค์จากที่ตั้งทั้งหมด โปรดอย่าแก้ไขสิ่งนี้หากคุณไม่แน่ใจ
apps/erpnext/erpnext/config/accounting.py,"Seasonality for setting budgets, targets etc.",ฤดูกาลสำหรับงบประมาณการตั้งค่าเป้าหมาย ฯลฯ
apps/erpnext/erpnext/www/all-products/index.html,No values,ไม่มีค่า
DocType: Supplier Scorecard Scoring Variable,Variable Name,ชื่อตัวแปร
apps/erpnext/erpnext/stock/get_item_details.py,"Item {0} is a template, please select one of its variants",รายการ {0} เป็นแม่แบบโปรดเลือกหนึ่งในตัวแปรของมัน
DocType: Purchase Invoice Item,Deferred Expense,ค่าใช้จ่ายรอตัดบัญชี
apps/erpnext/erpnext/public/js/hub/pages/Messages.vue,Back to Messages,กลับไปที่ข้อความ
apps/erpnext/erpnext/hr/doctype/salary_structure_assignment/salary_structure_assignment.py,From Date {0} cannot be before employee's joining Date {1},จากวันที่ {0} ต้องไม่ใช่วันที่พนักงานเข้าร่วมวันที่ {1}
DocType: Asset,Asset Category,ประเภทสินทรัพย์
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Net pay cannot be negative,จ่ายสุทธิ ไม่สามารถ ลบ
DocType: Purchase Order,Advance Paid,จ่ายล่วงหน้า
DocType: Manufacturing Settings,Overproduction Percentage For Sales Order,เปอร์เซ็นต์การผลิตเกินสำหรับใบสั่งขาย
DocType: Item Group,Item Tax,ภาษีสินค้า
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Material to Supplier,วัสดุในการจัดจำหน่าย
DocType: Soil Texture,Loamy Sand,Loamy Sand
,Lost Opportunity,โอกาสที่หายไป
DocType: Accounts Settings,Determine Address Tax Category From,กำหนดประเภทภาษีที่อยู่จาก
DocType: Production Plan,Material Request Planning,การวางแผนคำขอวัสดุ
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Excise Invoice,สรรพสามิตใบแจ้งหนี้
apps/erpnext/erpnext/education/doctype/grading_scale/grading_scale.py,Treshold {0}% appears more than once,treshold {0}% ปรากฏมากกว่าหนึ่งครั้ง
DocType: Expense Claim,Employees Email Id,Email รหัสพนักงาน
DocType: Employee Attendance Tool,Marked Attendance,ผู้เข้าร่วมการทำเครื่องหมาย
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Current Liabilities,หนี้สินหมุนเวียน
apps/erpnext/erpnext/public/js/projects/timer.js,Timer exceeded the given hours.,ตัวจับเวลาเกินชั่วโมงที่ระบุ
apps/erpnext/erpnext/config/crm.py,Send mass SMS to your contacts,ส่ง SMS มวลการติดต่อของคุณ
DocType: Inpatient Record,A Positive,เป็นบวก
DocType: Program,Program Name,ชื่อโครงการ
DocType: Purchase Taxes and Charges,Consider Tax or Charge for,พิจารณาภาษีหรือคิดค่าบริการสำหรับ
DocType: Driver,Driving License Category,ประเภทใบอนุญาตขับรถ
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Actual Qty is mandatory,จำนวนที่เกิดขึ้นจริงมีผลบังคับใช้
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,"{0} currently has a {1} Supplier Scorecard standing, and Purchase Orders to this supplier should be issued with caution.",{0} ปัจจุบันมีสถานะ {1} Scorecard ของผู้จัดหาและใบสั่งซื้อของผู้จัดจำหน่ายรายนี้ควรได้รับการเตือนด้วยความระมัดระวัง
DocType: Asset Maintenance Team,Asset Maintenance Team,ทีมงานบำรุงรักษาสินทรัพย์
apps/erpnext/erpnext/setup/default_success_action.py,{0} has been submitted successfully,{0} ถูกส่งเรียบร้อยแล้ว
DocType: Loan,Loan Type,ประเภทเงินกู้
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Credit Card,บัตรเครดิต
DocType: Quality Goal,Quality Goal,เป้าหมายคุณภาพ
DocType: BOM,Item to be manufactured or repacked,รายการที่จะผลิตหรือ repacked
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Syntax error in condition: {0},ข้อผิดพลาดของไวยากรณ์อยู่ในสภาพ: {0}
DocType: Fee Structure,EDU-FST-.YYYY.-,EDU ที่ FST-.YYYY.-
DocType: Employee Education,Major/Optional Subjects,วิชาเอก / เสริม
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please Set Supplier Group in Buying Settings.,โปรดตั้งกลุ่มผู้จัดจำหน่ายในการตั้งค่าการซื้อ
DocType: Sales Invoice Item,Drop Ship,Drop Ship
DocType: Driver,Suspended,ที่ถูกระงับ
DocType: Training Event,Attendees,ผู้เข้าร่วมประชุม
DocType: Employee,"Here you can maintain family details like name and occupation of parent, spouse and children",ที่นี่คุณสามารถรักษารายละเอียดเช่นชื่อครอบครัวและอาชีพของผู้ปกครองคู่สมรสและเด็ก
DocType: Academic Term,Term End Date,วันที่สิ้นสุดระยะ
DocType: Purchase Invoice,Taxes and Charges Deducted (Company Currency),ภาษีและค่าใช้จ่ายหัก (สกุลเงิน บริษัท )
DocType: Item Group,General Settings,การตั้งค่าทั่วไป
DocType: Article,Article,บทความ
apps/erpnext/erpnext/shopping_cart/cart.py,Please enter coupon code !!,กรุณาใส่รหัสคูปอง !!
apps/erpnext/erpnext/setup/doctype/currency_exchange/currency_exchange.py,From Currency and To Currency cannot be same,สกุลเงินจากสกุลเงินและไม่สามารถเดียวกัน
DocType: Taxable Salary Slab,Percent Deduction,เปอร์เซ็นต์หักล้าง
DocType: GL Entry,To Rename,เพื่อเปลี่ยนชื่อ
DocType: Stock Entry,Repack,หีบห่ออีกครั้ง
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select to add Serial Number.,เลือกเพื่อเพิ่มหมายเลขซีเรียล
