DocType: Accounting Period,Period Name,Име периода
DocType: Appointment Type,Appointment Type,Тип именовања
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py,{0} for {1},{0} за {1}
DocType: Healthcare Settings,Valid number of days,Важи број дана
apps/erpnext/erpnext/setup/doctype/company/company.js,Cost Centers,Цост центри
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,Restart Subscription,Рестарт претплата
DocType: Linked Plant Analysis,Linked Plant Analysis,Линкед Плант Аналисис
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,Transporter ID,ИД транспортера
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Value Proposition,Валуе Пропоситион
DocType: Purchase Receipt,Rate at which supplier's currency is converted to company's base currency,Стопа по којој је добављач валута претвара у основну валуту компаније
DocType: Purchase Invoice Item,Service End Date,Крајњи датум услуге
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py,Row #{0}: Timings conflicts with row {1},Ров # {0}: ТИМИНГС сукоби са редом {1}
DocType: Purchase Invoice Item,Allow Zero Valuation Rate,Дозволите Зеро Вредновање Рате
DocType: Bank Guarantee,Receiving,Пријем
DocType: Training Event Employee,Invited,позван
apps/erpnext/erpnext/config/accounting.py,Setup Gateway accounts.,Сетуп Гатеваи рачуни.
apps/erpnext/erpnext/config/integrations.py,Connect your bank accounts to ERPNext,Повежите своје банковне рачуне са ЕРПНект
DocType: Employee,Employment Type,Тип запослења
apps/erpnext/erpnext/config/projects.py,Make project from a template.,Направите пројекат из обрасца.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Fixed Assets,капитальные активы
DocType: Payment Entry,Set Exchange Gain / Loss,Сет курсне / Губитак
,GST Purchase Register,ПДВ Куповина Регистрација
,Cash Flow,Protok novca
DocType: Shareholder,ACC-SH-.YYYY.-,АЦЦ-СХ-.ИИИИ.-
apps/erpnext/erpnext/accounts/doctype/payment_terms_template/payment_terms_template.py,Combined invoice portion must equal 100%,Комбиновани део рачуна мора бити 100%
DocType: Item Default,Default Expense Account,Уобичајено Трошкови налога
DocType: GST Account,CGST Account,ЦГСТ налог
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Student Email ID,Студент-маил ИД
DocType: Employee,Notice (days),Обавештење ( дана )
DocType: POS Closing Voucher Invoices,POS Closing Voucher Invoices,ПОС закључавање ваучера
DocType: Tax Rule,Sales Tax Template,Порез на промет Шаблон
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.js,Download JSON,Преузмите ЈСОН
DocType: Employee Benefit Application Detail,Pay Against Benefit Claim,Плаћање против повластице
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js,Update Cost Center Number,Ажурирајте број центра трошкова
apps/erpnext/erpnext/accounts/page/pos/pos.js,Select items to save the invoice,Изабрали ставке да спасе фактуру
DocType: Employee,Encashment Date,Датум Енцасхмент
DocType: Training Event,Internet,Интернет
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Seller Information,Информације о продавцу
DocType: Special Test Template,Special Test Template,Специјални тест шаблон
DocType: Account,Stock Adjustment,Фото со Регулировка
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py,Default Activity Cost exists for Activity Type - {0},Уобичајено активност Трошкови постоји за тип активности - {0}
DocType: Work Order,Planned Operating Cost,Планирани Оперативни трошкови
DocType: Academic Term,Term Start Date,Термин Датум почетка
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_connector.py,Authentication Failed,Аутентификација није успела
apps/erpnext/erpnext/config/accounting.py,List of all share transactions,Списак свих дионица трансакција
DocType: Supplier,Is Transporter,Је транспортер
DocType: Shopify Settings,Import Sales Invoice from Shopify if Payment is marked,Увезите фактуру продаје из Схопифи-а ако је обележје означено
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Opp Count,опп Точка
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py,Both Trial Period Start Date and Trial Period End Date must be set,Морају се подесити датум почетка пробног периода и датум завршетка пробног периода
apps/erpnext/erpnext/accounts/report/share_balance/share_balance.py,Average Rate,Просечна стопа
apps/erpnext/erpnext/controllers/accounts_controller.py,Total Payment Amount in Payment Schedule must be equal to Grand / Rounded Total,Укупан износ плаћања у распореду плаћања мора бити једнак Гранд / заокруженом укупно
apps/erpnext/erpnext/stock/doctype/item/item.py,"""Customer Provided Item"" cannot have Valuation Rate",„Предмет који пружа клијент“ не може имати стопу вредновања
DocType: Subscription Plan Detail,Plan,План
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Bank Statement balance as per General Ledger,Банка Биланс по Главној књизи
DocType: Job Applicant,Applicant Name,Подносилац захтева Име
DocType: Authorization Rule,Customer / Item Name,Кориснички / Назив
DocType: Product Bundle,"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials","Агрегат група ** ** ставки у другу ** ** тачке. Ово је корисно ако се груписање а одређене ставке ** ** у пакету и одржавање залиха у препуним ** ** ставке, а не агрегат ** Итем **. Пакет ** ** тачка ће имати &quot;је акционарско тачка&quot; као &quot;не&quot; и &quot;Да ли је продаје тачка&quot; као &quot;Да&quot;. На пример: ако ви продајете лаптопи и ранчеве одвојено и имају посебну цену ако купац купи оба, онда ноутбук + Ранац ће бити нова производа Бундле тачка. Напомена: Бом = саставница"
