DocType: Accounting Period,Period Name,Nama Tempoh
DocType: Program Enrollment Tool,Get Students From,Dapatkan Pelajar Dari
apps/erpnext/erpnext/config/help.py,Publish Items on Website,Terbitkan Item dalam Laman Web
apps/erpnext/erpnext/utilities/activation.py,Group your students in batches,Kumpulan pelajar anda dalam kelompok
apps/erpnext/erpnext/accounts/utils.py,Allocated amount cannot be greater than unadjusted amount,Jumlah yang diperuntukkan tidak boleh melebihi amaun tidak dilaraskan
DocType: Authorization Rule,Authorization Rule,Peraturan kebenaran
apps/erpnext/erpnext/projects/doctype/project/project.py,Status must be Cancelled or Completed,Status mesti Dibatalkan atau Selesai
DocType: Sales Invoice,Terms and Conditions Details,Terma dan Syarat Butiran
DocType: Sales Invoice,Sales Taxes and Charges Template,Jualan Cukai dan Caj Template
apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py,Total (Credit),Jumlah: (Kredit)
DocType: Repayment Schedule,Payment Date,Tarikh pembayaran
apps/erpnext/erpnext/stock/doctype/batch/batch.js,New Batch Qty,Batch baru Qty
apps/erpnext/erpnext/stock/doctype/batch/batch.js,New Batch Qty,Batch baru Qty
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Apparel & Accessories,Pakaian &amp; Aksesori
apps/erpnext/erpnext/controllers/accounts_controller.py,Item quantity can not be zero,Kuantiti item tidak boleh menjadi sifar
apps/erpnext/erpnext/buying/doctype/supplier_scorecard_period/supplier_scorecard_period.py,Could not solve weighted score function. Make sure the formula is valid.,Tidak dapat menyelesaikan fungsi skor berwajaran. Pastikan formula itu sah.
DocType: Invoice Discounting,Loan Period (Days),Tempoh Pinjaman (Hari)
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Purchase Order Items not received on time,Item Pesanan Pembelian tidak diterima mengikut masa
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py,Number of Order,Bilangan Pesanan
DocType: Item Group,HTML / Banner that will show on the top of product list.,HTML / Banner yang akan muncul di bahagian atas senarai produk.
DocType: Shipping Rule,Specify conditions to calculate shipping amount,Menentukan syarat-syarat untuk mengira jumlah penghantaran
DocType: Program Enrollment,Institute's Bus,Bas Institute
DocType: Accounts Settings,Role Allowed to Set Frozen Accounts & Edit Frozen Entries,Peranan Dibenarkan untuk Set Akaun Frozen &amp; Frozen Edit Entri
DocType: Supplier Scorecard Scoring Variable,Path,Jalan
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py,Cannot convert Cost Center to ledger as it has child nodes,Tidak boleh menukar PTJ ke lejar kerana ia mempunyai nod anak
DocType: Production Plan,Total Planned Qty,Jumlah Qty Yang Dirancang
apps/erpnext/erpnext/accounts/doctype/bank_statement_transaction_entry/bank_statement_transaction_entry.py,Transactions already retreived from the statement,Urus niaga telah diambil dari kenyataan itu
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Opening Value,Nilai pembukaan
DocType: Salary Component,Formula,formula
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py,Serial #,Serial #
DocType: Material Request Plan Item,Required Quantity,Kuantiti yang Diperlukan
DocType: Lab Test Template,Lab Test Template,Templat Ujian Lab
apps/erpnext/erpnext/accounts/doctype/accounting_period/accounting_period.py,Accounting Period overlaps with {0},Tempoh Perakaunan bertindih dengan {0}
apps/erpnext/erpnext/setup/doctype/company/company.py,Sales Account,Akaun Jualan
DocType: Purchase Invoice Item,Total Weight,Berat keseluruhan
DocType: Pick List Item,Pick List Item,Pilih Senarai Item
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Commission on Sales,Suruhanjaya Jualan
DocType: Job Offer Term,Value / Description,Nilai / Penerangan
apps/erpnext/erpnext/controllers/accounts_controller.py,"Row #{0}: Asset {1} cannot be submitted, it is already {2}","Row # {0}: Asset {1} tidak boleh dikemukakan, ia sudah {2}"
DocType: Tax Rule,Billing Country,Bil Negara
DocType: Purchase Order Item,Expected Delivery Date,Jangkaan Tarikh Penghantaran
DocType: Restaurant Order Entry,Restaurant Order Entry,Kemasukan Pesanan Restoran
apps/erpnext/erpnext/accounts/general_ledger.py,Debit and Credit not equal for {0} #{1}. Difference is {2}.,Debit dan Kredit tidak sama untuk {0} # {1}. Perbezaan adalah {2}.
DocType: Clinical Procedure Item,Invoice Separately as Consumables,Invois secara berasingan sebagai Konsumu
DocType: Budget,Control Action,Kawalan Tindakan
DocType: Asset Maintenance Task,Assign To Name,Berikan Nama
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Entertainment Expenses,Perbelanjaan hiburan
apps/erpnext/erpnext/manufacturing/doctype/bom/bom_item_preview.html,Open Item {0},Terbuka Item {0}
DocType: Asset Finance Book,Written Down Value,Nilai Tertulis
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Sales Invoice {0} must be cancelled before cancelling this Sales Order,Jualan Invois {0} hendaklah dibatalkan sebelum membatalkan Perintah Jualan ini
DocType: Clinical Procedure,Age,Umur
DocType: Sales Invoice Timesheet,Billing Amount,Bil Jumlah
DocType: Cash Flow Mapping,Select Maximum Of 1,Pilih Maksimum 1
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js,Invalid quantity specified for item {0}. Quantity should be greater than 0.,Kuantiti yang ditentukan tidak sah untuk item {0}. Kuantiti perlu lebih besar daripada 0.
DocType: Company,Default Employee Advance Account,Akaun Advance Pekerja Awal
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Search Item (Ctrl + i),Item Carian (Ctrl + i)
DocType: C-Form,ACC-CF-.YYYY.-,ACC-CF-.YYYY.-
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account with existing transaction can not be deleted,Akaun dengan urus niaga yang sedia ada tidak boleh dihapuskan
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Why do think this Item should be removed?,Mengapa berfikir Perkara ini harus dialih keluar?
DocType: Vehicle,Last Carbon Check,Carbon lalu Daftar
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Legal Expenses,Perbelanjaan Undang-undang
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Please select quantity on row ,Sila pilih kuantiti hukuman
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Work Order {0}: job card not found for the operation {1},Perintah Kerja {0}: kad kerja tidak dijumpai untuk operasi {1}
DocType: Purchase Invoice,Posting Time,Penempatan Masa
DocType: Timesheet,% Amount Billed,% Jumlah Dibilkan
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Telephone Expenses,Perbelanjaan Telefon
DocType: Sales Partner,Logo,Logo
DocType: Naming Series,Check this if you want to force the user to select a series before saving. There will be no default if you check this.,Semak ini jika anda mahu untuk memaksa pengguna untuk memilih siri sebelum menyimpan. Tidak akan ada lalai jika anda mendaftar ini.
apps/erpnext/erpnext/stock/get_item_details.py,No Item with Serial No {0},No Perkara dengan Tiada Serial {0}
DocType: Email Digest,Open Notifications,Pemberitahuan Terbuka
DocType: Payment Entry,Difference Amount (Company Currency),Perbezaan Jumlah (Syarikat Mata Wang)
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Direct Expenses,Perbelanjaan langsung
DocType: Pricing Rule Detail,Child Docname,Docname anak
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py,New Customer Revenue,New Hasil Pelanggan
apps/erpnext/erpnext/config/support.py,Service Level.,Tahap servis.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Travel Expenses,Perbelanjaan Perjalanan
DocType: Maintenance Visit,Breakdown,Pecahan
DocType: Travel Itinerary,Vegetarian,Vegetarian
DocType: Patient Encounter,Encounter Date,Tarikh Pertemuan
DocType: Work Order,Update Consumed Material Cost In Project,Kemas kini Kos Bahan Terutu dalam Projek
apps/erpnext/erpnext/controllers/accounts_controller.py,Account: {0} with currency: {1} can not be selected,Akaun: {0} dengan mata wang: {1} tidak boleh dipilih
DocType: Bank Statement Transaction Settings Item,Bank Data,Data Bank
DocType: Purchase Receipt Item,Sample Quantity,Contoh Kuantiti
DocType: Bank Guarantee,Name of Beneficiary,Nama Penerima
DocType: Manufacturing Settings,"Update BOM cost automatically via Scheduler, based on latest valuation rate / price list rate / last purchase rate of raw materials.","Perbarui kos BOM secara automatik melalui Penjadual, berdasarkan kadar penilaian terkini / harga senarai harga / kadar pembelian terakhir bahan mentah."
DocType: Supplier,SUP-.YYYY.-,SUP-.YYYY.-
,BOM Items and Scraps,Item dan Ganjaran BOM
DocType: Bank Reconciliation Detail,Cheque Date,Cek Tarikh
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0}: Parent account {1} does not belong to company: {2},Akaun {0}: akaun Induk {1} bukan milik syarikat: {2}
apps/erpnext/erpnext/setup/doctype/company/company.js,Successfully deleted all transactions related to this company!,Berjaya memadam semua transaksi yang berkaitan dengan syarikat ini!
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js,As on Date,Seperti pada Tarikh
DocType: Additional Salary,HR,HR
DocType: Course Enrollment,Enrollment Date,Tarikh pendaftaran
DocType: Healthcare Settings,Out Patient SMS Alerts,Keluar daripada Pesakit SMS Pesakit
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Probation,Percubaan
DocType: Company,Sales Settings,Tetapan Jualan
DocType: Program Enrollment Tool,New Academic Year,New Akademik Tahun
DocType: Supplier Scorecard,Load All Criteria,Muatkan Semua Kriteria
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Return / Credit Note,Pulangan / Nota Kredit
DocType: Stock Settings,Auto insert Price List rate if missing,Masukkan Auto Kadar Senarai Harga jika hilang
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Total Paid Amount,Jumlah Amaun Dibayar
DocType: GST Settings,B2C Limit,Had B2C
DocType: Job Card,Transferred Qty,Dipindahkan Qty
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.py,The selected payment entry should be linked with a creditor bank transaction,Kemasukan pembayaran terpilih hendaklah dikaitkan dengan transaksi bank pemiutang
DocType: POS Closing Voucher,Amount in Custody,Jumlah dalam Jagaan
apps/erpnext/erpnext/config/help.py,Navigating,Melayari
apps/erpnext/erpnext/hr/doctype/hr_settings/hr_settings.js,Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,Dasar kata laluan tidak boleh mengandungi ruang atau tanda hubung serentak. Format akan disusun semula secara automatik
DocType: Quotation Item,Planning,Perancangan
DocType: Salary Component,Depends on Payment Days,Bergantung pada Hari Bayaran
DocType: Contract,Signee,Signee
DocType: Share Balance,Issued,Isu
DocType: Loan,Repayment Start Date,Tarikh Mula Pembayaran Balik
apps/erpnext/erpnext/education/doctype/program/program_dashboard.py,Student Activity,Aktiviti pelajar
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py,Supplier Id,Id Pembekal
DocType: Payment Request,Payment Gateway Details,Pembayaran Gateway Butiran
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Quantity should be greater than 0,Kuantiti harus lebih besar daripada 0
apps/erpnext/erpnext/accounts/doctype/promotional_scheme/promotional_scheme.py,Price or product discount slabs are required,Slab potongan harga atau produk diperlukan
DocType: Journal Entry,Cash Entry,Entry Tunai
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js,Child nodes can be only created under 'Group' type nodes,nod kanak-kanak hanya boleh diwujudkan di bawah nod jenis &#39;Kumpulan
DocType: Attendance Request,Half Day Date,Half Day Tarikh
DocType: Academic Year,Academic Year Name,Nama Akademik Tahun
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,{0} not allowed to transact with {1}. Please change the Company.,{0} tidak dibenarkan berurusniaga dengan {1}. Sila tukar Syarikat.
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_sub_category/employee_tax_exemption_sub_category.py,Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1},Jumlah Pengecualian Maksimum tidak boleh melebihi jumlah pengecualian maksimum {0} dari Kategori Pengecualian Cukai {1}
DocType: Sales Partner,Contact Desc,Hubungi Deskripsi
DocType: Email Digest,Send regular summary reports via Email.,Hantar laporan ringkasan tetap melalui E-mel.
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Please set default account in Expense Claim Type {0},Sila menetapkan akaun lalai dalam Jenis Perbelanjaan Tuntutan {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application_dashboard.html,Available Leaves,Daun yang disediakan
DocType: Assessment Result,Student Name,Nama pelajar
DocType: Hub Tracked Item,Item Manager,Perkara Pengurus
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Payroll Payable,gaji Dibayar
DocType: GSTR 3B Report,April,April
DocType: Plant Analysis,Collection Datetime,Tarikh Dataran
DocType: Asset Repair,ACC-ASR-.YYYY.-,ACC-ASR-.YYYY.-
DocType: Work Order,Total Operating Cost,Jumlah Kos Operasi
apps/erpnext/erpnext/controllers/selling_controller.py,Note: Item {0} entered multiple times,Nota: Perkara {0} memasuki beberapa kali
apps/erpnext/erpnext/config/buying.py,All Contacts.,Semua Kenalan.
DocType: Accounting Period,Closed Documents,Dokumen Tertutup
DocType: Healthcare Settings,Manage Appointment Invoice submit and cancel automatically for Patient Encounter,Urus Pelantikan Invois mengemukakan dan membatalkan secara automatik untuk Encounter Pesakit
apps/erpnext/erpnext/config/website.py,Add cards or custom sections on homepage,Tambah kad atau bahagian tersuai di laman utama
DocType: Patient Appointment,Referring Practitioner,Merujuk Pengamal
apps/erpnext/erpnext/public/js/setup_wizard.js,Company Abbreviation,Singkatan Syarikat
apps/erpnext/erpnext/hr/doctype/employee/employee.py,User {0} does not exist,Pengguna {0} tidak wujud
DocType: Payment Term,Day(s) after invoice date,Hari selepas tarikh invois
apps/erpnext/erpnext/setup/doctype/company/company.js,Date of Commencement should be greater than Date of Incorporation,Tarikh Permulaan hendaklah lebih besar daripada Tarikh Penubuhan
DocType: Contract,Signed On,Ditandatangani
DocType: Bank Account,Party Type,Jenis Parti
DocType: Discounted Invoice,Discounted Invoice,Invois Diskaun
DocType: Payment Schedule,Payment Schedule,Jadual pembayaran
apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,No Employee found for the given employee field value. '{}': {},Tiada Pekerja yang didapati untuk nilai medan pekerja yang diberi. &#39;{}&#39;: {}
DocType: Item Attribute Value,Abbreviation,Singkatan
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,Payment Entry already exists,Kemasukan bayaran yang sudah wujud
DocType: Course Content,Quiz,Kuiz
DocType: Subscription,Trial Period End Date,Tarikh Akhir Tempoh Percubaan
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py,Not authroized since {0} exceeds limits,Tidak authroized sejak {0} melebihi had
apps/erpnext/erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.py,Start entering data from here : ,Mula memasukkan data dari sini:
DocType: Serial No,Asset Status,Status Aset
DocType: Sales Invoice,Over Dimensional Cargo (ODC),Lebih dari Cargo Dimensi (ODC)
DocType: Restaurant Order Entry,Restaurant Table,Jadual Restoran
DocType: Hotel Room,Hotel Manager,Pengurus Hotel
apps/erpnext/erpnext/utilities/activation.py,Create Student Batch,Buat Kumpulan Pelajar
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py,Set Tax Rule for shopping cart,Menetapkan Peraturan Cukai untuk troli membeli-belah
apps/erpnext/erpnext/hr/doctype/job_offer/job_offer.py,There are no vacancies under staffing plan {0},Tiada kekosongan di bawah pelan kakitangan {0}
