DocType: Accounting Period,Period Name,Jina la Kipindi
DocType: Employee Tax Exemption Proof Submission,Tax Exemption Proofs,Ushahidi wa Ushuru wa Kodi
apps/erpnext/erpnext/buying/utils.py,Please enter quantity for Item {0},Tafadhali ingiza kiasi cha Bidhaa {0}
DocType: Quality Procedure,Processes,Michakato
DocType: Shift Type,First Check-in and Last Check-out,Angalia kwanza na Uangalie mwisho
apps/erpnext/erpnext/regional/report/hsn_wise_summary_of_outward_supplies/hsn_wise_summary_of_outward_supplies.py,Total Taxable Amount,Jumla ya Kiasi cha Ushuru
DocType: Employee External Work History,Employee External Work History,Historia ya Kazi ya Wafanyakazi wa Nje
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Job card {0} created,Kadi ya Kazi {0} imeundwa
DocType: Opening Invoice Creation Tool,Purchase,Ununuzi
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py,Balance Qty,Kiwango cha usawa
DocType: Pricing Rule,Conditions will be applied on all the selected items combined. ,Masharti yatatumika kwa vitu vyote vilivyochaguliwa pamoja.
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Goals cannot be empty,Malengo hayawezi kuwa tupu
apps/erpnext/erpnext/education/doctype/program_enrollment_tool/program_enrollment_tool.js,Enrolling students,Kujiandikisha wanafunzi
DocType: Item Group,Parent Item Group,Kikundi cha Mzazi cha Mzazi
DocType: Appointment Type,Appointment Type,Aina ya Uteuzi
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py,{0} for {1},{0} kwa {1}
DocType: Healthcare Settings,Valid number of days,Nambari ya siku sahihi
apps/erpnext/erpnext/setup/doctype/company/company.js,Cost Centers,Vituo vya Gharama
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,Restart Subscription,Anza upya Usajili
DocType: Linked Plant Analysis,Linked Plant Analysis,Uchunguzi wa Plant unaohusishwa
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,Transporter ID,ID ya Transporter
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Value Proposition,Thamani pendekezo
DocType: Purchase Receipt,Rate at which supplier's currency is converted to company's base currency,Kiwango cha sarafu ya wasambazaji ni chaguo la fedha za kampuni
DocType: Purchase Invoice Item,Service End Date,Tarehe ya Mwisho wa Huduma
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py,Row #{0}: Timings conflicts with row {1},Row # {0}: Muda unapingana na mstari {1}
DocType: Purchase Invoice Item,Allow Zero Valuation Rate,Ruhusu Kiwango cha Vigezo vya Zero
DocType: Bank Guarantee,Receiving,Kupokea
DocType: Training Event Employee,Invited,Alialikwa
apps/erpnext/erpnext/config/accounting.py,Setup Gateway accounts.,Akaunti za Kuweka Gateway.
apps/erpnext/erpnext/config/integrations.py,Connect your bank accounts to ERPNext,Unganisha akaunti zako za benki na ERPNext
DocType: Employee,Employment Type,Aina ya Ajira
apps/erpnext/erpnext/config/projects.py,Make project from a template.,Tengeneza mradi kutoka kwa kiolezo.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Fixed Assets,Mali za kudumu
DocType: Payment Entry,Set Exchange Gain / Loss,Weka Kuchangia / Kupoteza
,GST Purchase Register,Daftari ya Ununuzi wa GST
,Cash Flow,Mzunguko wa fedha
DocType: Shareholder,ACC-SH-.YYYY.-,ACC-SH-YYYY.-
apps/erpnext/erpnext/accounts/doctype/payment_terms_template/payment_terms_template.py,Combined invoice portion must equal 100%,Sehemu ya ankara ya pamoja lazima iwe sawa na 100%
DocType: Item Default,Default Expense Account,Akaunti ya gharama nafuu
DocType: GST Account,CGST Account,Akaunti ya CGST
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Student Email ID,Kitambulisho cha Barua ya Wanafunzi
DocType: Employee,Notice (days),Angalia (siku)
DocType: POS Closing Voucher Invoices,POS Closing Voucher Invoices,POS Invoices ya Voucher Voucher
DocType: Tax Rule,Sales Tax Template,Kigezo cha Kodi ya Mauzo
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.js,Download JSON,Pakua JSON
DocType: Employee Benefit Application Detail,Pay Against Benefit Claim,Ulipa Kutoa Faida ya Kutaka
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.js,Update Cost Center Number,Sasisha Nambari ya Kituo cha Gharama
apps/erpnext/erpnext/accounts/page/pos/pos.js,Select items to save the invoice,Chagua vitu ili uhifadhi ankara
DocType: Employee,Encashment Date,Tarehe ya Kuingiza
DocType: Training Event,Internet,Internet
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Seller Information,Habari ya muuzaji
DocType: Special Test Template,Special Test Template,Kigezo cha Mtihani maalum
DocType: Account,Stock Adjustment,Marekebisho ya hisa
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py,Default Activity Cost exists for Activity Type - {0},Gharama ya Shughuli ya Hifadhi ipo kwa Aina ya Shughuli - {0}
DocType: Work Order,Planned Operating Cost,Gharama za uendeshaji zilizopangwa
DocType: Academic Term,Term Start Date,Tarehe ya Mwisho wa Mwisho
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_connector.py,Authentication Failed,Uthibitishaji Umeshindwa
apps/erpnext/erpnext/config/accounting.py,List of all share transactions,Orodha ya shughuli zote za kushiriki
DocType: Supplier,Is Transporter,"Je, ni Transporter"
DocType: Shopify Settings,Import Sales Invoice from Shopify if Payment is marked,Weka Invoice ya Mauzo kutoka Shopify ikiwa Malipo imewekwa
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Opp Count,Upinzani wa Opp
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py,Both Trial Period Start Date and Trial Period End Date must be set,Kipindi cha kwanza cha majaribio Tarehe ya Kuanza na Tarehe ya Mwisho wa Kipindi lazima iwekwa
apps/erpnext/erpnext/accounts/report/share_balance/share_balance.py,Average Rate,Kiwango cha wastani
apps/erpnext/erpnext/controllers/accounts_controller.py,Total Payment Amount in Payment Schedule must be equal to Grand / Rounded Total,Kiwango cha Malipo ya Jumla katika Ratiba ya Malipo lazima iwe sawa na Grand / Rounded Total
apps/erpnext/erpnext/stock/doctype/item/item.py,"""Customer Provided Item"" cannot have Valuation Rate",&quot;Bidhaa iliyotolewa na Wateja&quot; haiwezi kuwa na Kiwango cha Tathimini
DocType: Subscription Plan Detail,Plan,Mpango
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Bank Statement balance as per General Ledger,Usawa wa Taarifa ya Benki kama kwa Jedwali Mkuu
DocType: Job Applicant,Applicant Name,Jina la Msaidizi
DocType: Authorization Rule,Customer / Item Name,Jina la Wateja / Bidhaa
DocType: Product Bundle,"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials","Kikundi kikubwa cha ** Vitu ** katika mwingine ** Item **. Hii ni muhimu ikiwa unatumia vipengee ** vya Hifadhi ** kwenye mfuko na unashika hisa za ** Items ** na sio jumla ** Item **. Mfuko ** Item ** itakuwa na &quot;Je, Item ya Hifadhi&quot; kama &quot;Hapana&quot; na &quot;Je! Bidhaa ya Mauzo&quot; kama &quot;Ndiyo&quot;. Kwa Mfano: Ikiwa unauza Laptops na Backpacks tofauti na una bei maalum kama mteja anaunua zote mbili, basi Laptop + Backpack itakuwa Bidhaa mpya ya Bundle Item. Kumbuka: BOM = Sheria ya Vifaa"
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py,Serial No is mandatory for Item {0},Hapana ya Serial ni ya lazima kwa Bidhaa {0}
DocType: Website Attribute,Attribute,Sifa
DocType: Staffing Plan Detail,Current Count,Hesabu ya sasa
apps/erpnext/erpnext/stock/doctype/item_attribute/item_attribute.py,Please specify from/to range,Tafadhali taja kutoka / kwa kuenea
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.js,Opening {0} Invoice created,Ufunguzi {0} ankara imeundwa
DocType: Serial No,Under AMC,Chini ya AMC
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,Item valuation rate is recalculated considering landed cost voucher amount,Kiwango cha upimaji wa kipengee kinarekebishwa kwa kuzingatia kiwango cha malipo cha malipo
apps/erpnext/erpnext/config/selling.py,Default settings for selling transactions.,Mipangilio ya mipangilio ya kuuza shughuli.
DocType: Guardian,Guardian Of ,Mlezi wa
DocType: Grading Scale Interval,Threshold,Kizuizi
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js,Filter Employees By (Optional),Filter Wafanyikazi Na (Hiari)
DocType: BOM Update Tool,Current BOM,BOM ya sasa
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.html,Balance (Dr - Cr),Mizani (Dr - Cr)
DocType: Pick List,Qty of Finished Goods Item,Qty ya Bidhaa iliyokamilishwa Bidhaa
apps/erpnext/erpnext/public/js/utils.js,Add Serial No,Ongeza No ya Serial
DocType: Work Order Item,Available Qty at Source Warehouse,Uchina Inapatikana kwenye Ghala la Chanzo
apps/erpnext/erpnext/config/support.py,Warranty,Warranty
DocType: Purchase Invoice,Debit Note Issued,Kumbuka ya Debit imeondolewa
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Filter based on Cost Center is only applicable if Budget Against is selected as Cost Center,Filter kulingana na Kituo cha Gharama kinatumika tu ikiwa Bajeti Dhidi ni kuchaguliwa kama Kituo cha Gharama
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,"Search by item code, serial number, batch no or barcode","Utafute kwa nambari ya bidhaa, namba ya serial, msimbo wa bati wala barcode"
DocType: Work Order,Warehouses,Maghala
DocType: Shift Type,Last Sync of Checkin,Usawazishaji wa mwisho wa Checkin
apps/erpnext/erpnext/templates/includes/cart/cart_address.html,Add a new address,Ongeza anwani mpya
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,{0} asset cannot be transferred,{0} mali haiwezi kuhamishwa
DocType: Hotel Room Pricing,Hotel Room Pricing,Bei ya chumba cha Hoteli
apps/erpnext/erpnext/healthcare/doctype/inpatient_record/inpatient_record.py,"Can not mark Inpatient Record Discharged, there are Unbilled Invoices {0}","Haiwezi kuandika rekodi ya wagonjwa inakabiliwa, kuna ankara ambazo hazipatikani {0}"
DocType: Subscription,Days Until Due,Siku hadi Mpangilio
apps/erpnext/erpnext/stock/doctype/item/item.js,This Item is a Variant of {0} (Template).,Ncha hii ni Tofauti ya {0} (Kigezo).
DocType: Workstation,per hour,kwa saa
DocType: Blanket Order,Purchasing,Ununuzi
DocType: Announcement,Announcement,Tangazo
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Customer LPO,LPO ya Wateja
DocType: Education Settings,"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.","Kwa Kundi la Wanafunzi la msingi, Kikundi cha Wanafunzi kitathibitishwa kwa kila Mwanafunzi kutoka Uandikishaji wa Programu."
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py,Warehouse can not be deleted as stock ledger entry exists for this warehouse.,Ghala haiwezi kufutwa kama kuingizwa kwa hisa ya hisa kunapo kwa ghala hili.
apps/erpnext/erpnext/public/js/setup_wizard.js,Distribution,Usambazaji
apps/erpnext/erpnext/hr/doctype/employee/employee.py,Employee status cannot be set to 'Left' as following employees are currently reporting to this employee:&nbsp;,Hali ya mfanyikazi haiwezi kuweka &#39;Kushoto&#39; kwani wafanyikazi wanaofuata wanaripoti kwa mfanyakazi huyu:
DocType: Journal Entry Account,Loan,Mikopo
DocType: Expense Claim Advance,Expense Claim Advance,Tumia Madai ya Ushauri
DocType: Lab Test,Report Preference,Upendeleo wa Ripoti
apps/erpnext/erpnext/config/non_profit.py,Volunteer information.,Maelezo ya kujitolea.
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Project Manager,Meneja wa mradi
,Quoted Item Comparison,Ilipendekeza Kulinganishwa kwa Bidhaa
apps/erpnext/erpnext/buying/doctype/supplier_scorecard/supplier_scorecard.py,Overlap in scoring between {0} and {1},Inaingiliana kwa kufunga kati ya {0} na {1}
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Dispatch,Tangaza
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,Max discount allowed for item: {0} is {1}%,Upeo wa Max unaruhusiwa kwa bidhaa: {0} ni {1}%
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py,Net Asset value as on,Thamani ya Mali ya Nambari kama ilivyoendelea
DocType: Crop,Produce,Kuzalisha
DocType: Hotel Settings,Default Taxes and Charges,Kodi na malipo ya Default
DocType: Account,Receivable,Inapatikana
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Row #{0}: Not allowed to change Supplier as Purchase Order already exists,Row # {0}: Hairuhusiwi kubadili Wasambazaji kama Ununuzi wa Utaratibu tayari upo
DocType: Stock Entry,Material Consumption for Manufacture,Matumizi ya Nyenzo kwa Utengenezaji
DocType: Item Alternative,Alternative Item Code,Msimbo wa Kipengee cha Mbadala
DocType: Accounts Settings,Role that is allowed to submit transactions that exceed credit limits set.,Jukumu ambalo linaruhusiwa kuwasilisha ushirikiano unaozidi mipaka ya mikopo.
DocType: Production Plan,Select Items to Manufacture,Chagua Vitu Ili Kukuza
DocType: Delivery Stop,Delivery Stop,Utoaji wa Kuacha
apps/erpnext/erpnext/accounts/page/pos/pos.js,"Master data syncing, it might take some time","Usawazishaji wa data ya Mwalimu, inaweza kuchukua muda"
DocType: Material Request Plan Item,Material Issue,Matatizo ya Nyenzo
DocType: Employee Education,Qualification,Ustahili
DocType: Item Price,Item Price,Item Bei
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Soap & Detergent,Sabuni &amp; Daktari
DocType: BOM,Show Items,Onyesha Vitu
apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_declaration/employee_tax_exemption_declaration.py,Duplicate Tax Declaration of {0} for period {1},Azimio la Kodi mbili ya {0} kwa kipindi {1}
apps/erpnext/erpnext/education/doctype/course_schedule/course_schedule.py,From Time cannot be greater than To Time.,Kutoka Muda haiwezi kuwa kubwa zaidi kuliko Ili Muda.
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.js,Do you want to notify all the customers by email?,Unataka kuwajulisha wateja wote kwa barua pepe?
DocType: Subscription Plan,Billing Interval,Muda wa kulipia
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Motion Picture & Video,Picha na Video ya Mwendo
apps/erpnext/erpnext/buying/doctype/supplier_quotation/supplier_quotation_list.js,Ordered,Amri
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Resume,Rejea
DocType: Salary Detail,Component,Kipengele
DocType: Video,YouTube,YouTube
apps/erpnext/erpnext/assets/doctype/asset_category/asset_category.py,Row {0}: {1} must be greater than 0,Row {0}: {1} lazima iwe kubwa kuliko 0
DocType: Assessment Criteria,Assessment Criteria Group,Makundi ya Vigezo vya Tathmini
DocType: Healthcare Settings,Patient Name By,Jina la Mgonjwa Na
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,Accrual Journal Entry for salaries from {0} to {1},Usajili wa Taarifa ya Mishahara kutoka kwa {0} hadi {1}
DocType: Sales Invoice Item,Enable Deferred Revenue,Wezesha Mapato yaliyofanywa
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Opening Accumulated Depreciation must be less than equal to {0},Kufungua Upungufu wa Kusanyiko lazima uwe chini ya sawa na {0}
DocType: Warehouse,Warehouse Name,Jina la Ghala
DocType: Naming Series,Select Transaction,Chagua Shughuli
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Please enter Approving Role or Approving User,Tafadhali ingiza Uwezeshaji au Kuidhinisha Mtumiaji
apps/erpnext/erpnext/support/doctype/service_level_agreement/service_level_agreement.py,Service Level Agreement with Entity Type {0} and Entity {1} already exists.,Mkataba wa Kiwango cha Huduma na Aina ya Taasisi {0} na Taasisi {1} tayari ipo.
DocType: Journal Entry,Write Off Entry,Andika Entry Entry
DocType: BOM,Rate Of Materials Based On,Kiwango cha Vifaa vya msingi
DocType: Education Settings,"If enabled, field Academic Term will be Mandatory in Program Enrollment Tool.","Ikiwa imewezeshwa, Muda wa Kitaa wa Shule utakuwa wa lazima katika Chombo cha Usajili wa Programu."
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Values of exempt, nil rated and non-GST inward supplies","Thamani za misamaha, vifaa vya ndani visivyo na kipimo na visivyo vya GST"
apps/erpnext/erpnext/education/doctype/student_attendance_tool/student_attendance_tool.js,Uncheck all,Futa yote
DocType: Purchase Taxes and Charges,On Item Quantity,Juu ya Wingi wa kitu
DocType: POS Profile,Terms and Conditions,Sheria na Masharti
DocType: Asset,Booked Fixed Asset,Maliko yaliyotafsiriwa
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,To Date should be within the Fiscal Year. Assuming To Date = {0},Tarehe inapaswa kuwa ndani ya Mwaka wa Fedha. Kufikiri Tarehe = {0}
