DocType: Accounting Period,Period Name,കാലാവധി നാമം
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,Fiscal Year {0} does not exist,സാമ്പത്തിക വർഷത്തെ {0} നിലവിലില്ല
DocType: Asset Maintenance Log,Completion Date,പൂർത്തീകരണ തീയതി
DocType: Purchase Invoice Item,Amount (Company Currency),തുക (കമ്പനി കറൻസി)
DocType: Program,Is Featured,സവിശേഷതയാണ്
apps/erpnext/erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js,Fetching...,ലഭ്യമാക്കുന്നു ...
DocType: Agriculture Analysis Criteria,Agriculture User,കൃഷി ഉപയോക്താവ്
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Valid till date cannot be before transaction date,തീയതി വരെ സാധുത ഇടപാട് തീയതിക്ക് മുമ്പായിരിക്കരുത്
apps/erpnext/erpnext/stock/stock_ledger.py,{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} {3} {4} {5} ഈ ഇടപാട് പൂർത്തിയാക്കാൻ വേണ്ടി ന് {2} ൽ ആവശ്യമായ {1} യൂണിറ്റ്.
DocType: Fee Schedule,Student Category,വിദ്യാർത്ഥിയുടെ വർഗ്ഗം
DocType: Announcement,Student,വിദ്യാർത്ഥി
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure/clinical_procedure.js,Stock quantity to start procedure is not available in the warehouse. Do you want to record a Stock Transfer,വെയർഹൌസുകളിൽ സ്റ്റോക്ക് ചെയ്യുവാൻ ആരംഭിക്കുന്ന അളവ് ലഭ്യമല്ല. നിങ്ങൾ ഒരു സ്റ്റോക്ക് ട്രാൻസ്ഫർ രേഖപ്പെടുത്താൻ ആഗ്രഹിക്കുന്നുണ്ടോ?
apps/erpnext/erpnext/accounts/doctype/promotional_scheme/promotional_scheme.py,New {0} pricing rules are created,പുതിയ {0} വിലനിർണ്ണയ നിയമങ്ങൾ സൃഷ്ടിച്ചു
DocType: Shipping Rule,Shipping Rule Type,ഷിപ്പിംഗ് റൂൾ തരം
apps/erpnext/erpnext/utilities/user_progress.py,Go to Rooms,റൂമിലേക്ക് പോകുക
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.js,"Company, Payment Account, From Date and To Date is mandatory","കമ്പനി, പേയ്മെന്റ് അക്കൗണ്ട്, തീയതി മുതൽ തീയതി നിർബന്ധമാണ്"
DocType: Company,Budget Detail,ബജറ്റ് വിശദാംശം
apps/erpnext/erpnext/selling/doctype/sms_center/sms_center.py,Please enter message before sending,അയക്കുന്നതിന് മുമ്പ് സന്ദേശം നൽകുക
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Setting up company,കമ്പനി സജ്ജീകരിക്കുന്നു
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,"Of the supplies shown in 3.1 (a) above, details of inter-State supplies made to unregisterd
	persons, composition taxable persons and UIN holders","മുകളിൽ 3.1 (എ) ൽ കാണിച്ചിരിക്കുന്ന സപ്ലൈകളിൽ, രജിസ്റ്റർ ചെയ്യാത്ത വ്യക്തികൾ, കോമ്പോസിഷൻ ടാക്സബിൾ വ്യക്തികൾ, യുഐഎൻ ഉടമകൾ എന്നിവർക്കായി നിർമ്മിച്ച അന്തർസംസ്ഥാന വിതരണങ്ങളുടെ വിശദാംശങ്ങൾ"
DocType: Education Settings,Enable LMS,LMS പ്രവർത്തനക്ഷമമാക്കുക
DocType: Purchase Invoice,DUPLICATE FOR SUPPLIER,വിതരണക്കാരൻ ഡ്യൂപ്ലിക്കേറ്റ്
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.js,Please save the report again to rebuild or update,പുനർനിർമ്മിക്കുന്നതിനോ അപ്‌ഡേറ്റ് ചെയ്യുന്നതിനോ റിപ്പോർട്ട് വീണ്ടും സംരക്ഷിക്കുക
DocType: Service Level Agreement,Response and Resolution Time,പ്രതികരണവും പരിഹാര സമയവും
DocType: Asset,Custodian,സംരക്ഷകൻ
apps/erpnext/erpnext/config/retail.py,Point-of-Sale Profile,പോയിന്റ്-ഓഫ്-വില്പനയ്ക്ക് പ്രൊഫൈൽ
apps/erpnext/erpnext/agriculture/doctype/soil_texture/soil_texture.py,{0} should be a value between 0 and 100,{0} 0-നും 100-നും ഇടയിലുള്ള ഒരു മൂല്യമായിരിക്കണം
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Inward supplies liable to reverse charge (other than 1 & 2 above),റിവേഴ്സ് ചാർജിന് ബാധകമായ ആന്തരിക വിതരണങ്ങൾ (മുകളിലുള്ള 1 &amp; 2 ഒഴികെ)
apps/erpnext/erpnext/buying/report/procurement_tracker/procurement_tracker.py,Purchase Order Amount(Company Currency),ഓർഡർ തുക വാങ്ങുക (കമ്പനി കറൻസി)
DocType: Chart of Accounts Importer,Import Chart of Accounts from a csv file,ഒരു csv ഫയലിൽ നിന്ന് അക്ക of ണ്ടുകളുടെ ചാർട്ട് ഇറക്കുമതി ചെയ്യുക
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Unsecured Loans,മുൻവാതിൽ വായ്പകൾ
DocType: Cost Center,Cost Center Name,കോസ്റ്റ് സെന്റർ പേര്
DocType: Student,B+,B &#39;
DocType: HR Settings,Max working hours against Timesheet,Timesheet നേരെ മാക്സ് ജോലി സമയം
DocType: Shift Type,Strictly based on Log Type in Employee Checkin,ജീവനക്കാരുടെ ചെക്ക്ഇനിലെ ലോഗ് തരം കർശനമായി അടിസ്ഥാനമാക്കിയുള്ളതാണ്
DocType: Maintenance Schedule Detail,Scheduled Date,ഷെഡ്യൂൾഡ് തീയതി
DocType: SMS Center,Messages greater than 160 characters will be split into multiple messages,160 അക്ഷരങ്ങളിൽ കൂടുതൽ ഗുരുതരമായത് സന്ദേശങ്ങൾ ഒന്നിലധികം സന്ദേശങ്ങൾ വിഭജിക്കും
DocType: Purchase Receipt Item,Received and Accepted,ലഭിച്ച അംഗീകരിക്കപ്പെടുകയും
,GST Itemised Sales Register,ചരക്കുസേവന ഇനമാക്കിയിട്ടുള്ള സെയിൽസ് രജിസ്റ്റർ
DocType: Staffing Plan,Staffing Plan Details,സ്റ്റാഫ് പ്ലാൻ വിശദാംശങ്ങൾ
DocType: Soil Texture,Silt Loam,സിൽറ്റ് ലോം
,Serial No Service Contract Expiry,സീരിയൽ ഇല്ല സേവനം കരാര് കാലഹരണ
DocType: Employee Health Insurance,Employee Health Insurance,എംപ്ലോയീസ് ഇൻഷുറൻസ്
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,You cannot credit and debit same account at the same time,"ഒരേ സമയത്ത് ഒരേ അക്കൗണ്ട് ക്രെഡിറ്റ്, ഡെബിറ്റ് കഴിയില്ല"
DocType: Vital Signs,Adults' pulse rate is anywhere between 50 and 80 beats per minute.,മുതിർന്നവരുടെ പൾസ് നിരക്ക് മിനിറ്റിൽ 50 മുതൽ 80 വരെ മിടിപ്പ് ഇടയ്ക്കിടെയുണ്ട്.
DocType: Naming Series,Help HTML,എച്ച്ടിഎംഎൽ സഹായം
DocType: Student Group Creation Tool,Student Group Creation Tool,സ്റ്റുഡന്റ് ഗ്രൂപ്പ് ക്രിയേഷൻ ടൂൾ
DocType: Item,Variant Based On,വേരിയന്റ് അടിസ്ഥാനമാക്കിയുള്ള
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py,Total weightage assigned should be 100%. It is {0},അസൈൻ ആകെ വെയിറ്റേജ് 100% ആയിരിക്കണം. ഇത് {0} ആണ്
DocType: Loyalty Point Entry,Loyalty Program Tier,ലോയൽറ്റി പ്രോഗ്രാം ടയർ
apps/erpnext/erpnext/utilities/user_progress.py,Your Suppliers,നിങ്ങളുടെ വിതരണക്കാരും
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py,Cannot set as Lost as Sales Order is made.,സെയിൽസ് ഓർഡർ കഴിക്കുന്ന പോലെ ലോസ്റ്റ് ആയി സജ്ജമാക്കാൻ കഴിയില്ല.
DocType: Request for Quotation Item,Supplier Part No,വിതരണക്കാരൻ ഭാഗം ഇല്ല
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Reason for hold: ,തടഞ്ഞുവയ്ക്കാനുള്ള കാരണം:
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Cannot deduct when category is for 'Valuation' or 'Vaulation and Total',വർഗ്ഗം &#39;മൂലധനം&#39; അല്ലെങ്കിൽ &#39;Vaulation മൊത്തം&#39; എന്ന എപ്പോൾ കുറയ്ക്കാവുന്നതാണ് കഴിയില്ല
apps/erpnext/erpnext/public/js/hub/components/reviews.js,Anonymous,അജ്ഞാത
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,Received From,നിന്നു ലഭിച്ച
DocType: Lead,Converted,പരിവർത്തനം
DocType: Item,Has Serial No,സീരിയൽ പോസ്റ്റ് ഉണ്ട്
DocType: Stock Entry Detail,PO Supplied Item,പി‌ഒ വിതരണം ചെയ്ത ഇനം
DocType: Employee,Date of Issue,പുറപ്പെടുവിച്ച തീയതി
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py,"As per the Buying Settings if Purchase Reciept Required == 'YES', then for creating Purchase Invoice, user need to create Purchase Receipt first for item {0}","വാങ്ങൽ തല്ലാൻ ആവശ്യമുണ്ട് == &#39;അതെ&#39;, പിന്നീട് വാങ്ങൽ ഇൻവോയ്സ് സൃഷ്ടിക്കാൻ, ഉപയോക്തൃ ഇനം {0} ആദ്യം വാങ്ങൽ രസീത് സൃഷ്ടിക്കാൻ ആവശ്യമെങ്കിൽ വാങ്ങൽ ക്രമീകരണങ്ങൾ പ്രകാരം"
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Row #{0}: Set Supplier for item {1},വരി # {0}: ഇനത്തിന്റെ വേണ്ടി സജ്ജമാക്കുക വിതരണക്കാരൻ {1}
DocType: Global Defaults,Default Distance Unit,സ്വപ്രേരിത ദൂരം യൂണിറ്റ്
apps/erpnext/erpnext/projects/doctype/timesheet/timesheet.py,Row {0}: Hours value must be greater than zero.,വരി {0}: മണിക്കൂറുകൾ മൂല്യം പൂജ്യത്തേക്കാൾ വലുതായിരിക്കണം.
apps/erpnext/erpnext/stock/doctype/item/item.py,Website Image {0} attached to Item {1} cannot be found,വെബ്സൈറ്റ് ചിത്രം {0} ഇനം ഘടിപ്പിച്ചിരിക്കുന്ന {1} കണ്ടെത്താൻ കഴിയുന്നില്ല
DocType: Asset,Assets,അസറ്റുകൾ
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Computer,കമ്പ്യൂട്ടർ
DocType: Item,List this Item in multiple groups on the website.,വെബ്സൈറ്റിൽ ഒന്നിലധികം സംഘങ്ങളായി ഈ ഇനം കാണിയ്ക്കുക.
DocType: Subscription,Current Invoice End Date,നിലവിലെ ഇൻവോയ്സ് അവസാന തീയതി
DocType: Payment Term,Due Date Based On,നിശ്ചിത തീയതി അടിസ്ഥാനമാക്കിയ തീയതി
apps/erpnext/erpnext/healthcare/doctype/patient/patient.py,Please set default customer group and territory in Selling Settings,സെറ്റിംഗ്സ് ക്രമീകരണങ്ങളിൽ സ്ഥിരസ്ഥിതി ഉപഭോക്തൃ ഗ്രൂപ്പും പ്രദേശവും ക്രമീകരിക്കുക
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,{0} {1} does not exist,{0} {1} നിലവിലില്ല
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Please check Multi Currency option to allow accounts with other currency,മറ്റ് കറൻസി കൊണ്ട് അക്കൗണ്ടുകൾ അനുവദിക്കുന്നതിന് മൾട്ടി നാണയ ഓപ്ഷൻ പരിശോധിക്കുക
