DocType: Accounting Period,Period Name,সময়কালের নাম
DocType: Variant Field,Variant Field,বৈকল্পিক ক্ষেত্র
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Target Location,গন্তব্য
DocType: Sales Order,Delivery Date,প্রসবের তারিখ
DocType: Opportunity,Opportunity Date,সুযোগ তারিখ
DocType: Employee,Health Insurance Provider,স্বাস্থ্য বীমা প্রদানকারী
DocType: Service Level,Holiday List (ignored during SLA calculation),ছুটির তালিকা (এসএলএ গণনার সময় অবহেলিত)
DocType: Products Settings,Show Availability Status,প্রাপ্যতা অবস্থা দেখান
DocType: Purchase Receipt,Return Against Purchase Receipt,কেনার রসিদ বিরুদ্ধে ফিরে
DocType: Water Analysis,Person Responsible,দায়ী ব্যক্তি
DocType: Request for Quotation Item,Request for Quotation Item,উদ্ধৃতি আইটেম জন্য অনুরোধ
DocType: Purchase Order,To Bill,বিল
DocType: Material Request,% Ordered,% আদেশ
DocType: Education Settings,"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.","কোর্সের ভিত্তিক স্টুডেন্ট গ্রুপের জন্য, কোর্স প্রোগ্রাম তালিকাভুক্তি মধ্যে নাম নথিভুক্ত কোর্স থেকে শিক্ষার্থীর জন্য যাচাই করা হবে না।"
DocType: Employee Grade,Employee Grade,কর্মচারী গ্রেড
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Piecework,ফুরণ
DocType: GSTR 3B Report,June,জুন
DocType: Share Balance,From No,না থেকে
DocType: Shift Type,Early Exit Grace Period,প্রারম্ভিক প্রস্থান গ্রেস পিরিয়ড
DocType: Task,Actual Time (in Hours),(ঘন্টায়) প্রকৃত সময়
DocType: Employee,History In Company,কোম্পানি ইন ইতিহাস
DocType: Customer,Customer Primary Address,গ্রাহক প্রাথমিক ঠিকানা
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Connected,কল সংযুক্ত
apps/erpnext/erpnext/config/crm.py,Newsletters,নিউজ লেটার
apps/erpnext/erpnext/accounts/report/tds_payable_monthly/tds_payable_monthly.py,Reference No.,রেফারেন্স নম্বর
DocType: Drug Prescription,Description/Strength,বর্ণনা / স্ট্রেংথ
apps/erpnext/erpnext/config/hr.py,Energy Point Leaderboard,এনার্জি পয়েন্ট লিডারবোর্ড
DocType: Bank Statement Transaction Entry,Create New Payment/Journal Entry,নতুন অর্থ প্রদান / জার্নাল এন্ট্রি তৈরি করুন
DocType: Certification Application,Certification Application,সার্টিফিকেশন অ্যাপ্লিকেশন
DocType: Leave Type,Is Optional Leave,ঐচ্ছিক ছুটি
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Declare Lost,হারানো ঘোষণা করুন
DocType: Share Balance,Is Company,কোম্পানি হয়
DocType: Pricing Rule,Same Item,একই আইটেম
DocType: Stock Ledger Entry,Stock Ledger Entry,স্টক লেজার এণ্ট্রি
DocType: Quality Action Resolution,Quality Action Resolution,কোয়ালিটি অ্যাকশন রেজোলিউশন
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,{0} on Half day Leave on {1},{0} অর্ধেক দিন ধরে চলে {1}
DocType: Department,Leave Block List,ব্লক তালিকা ত্যাগ
DocType: Purchase Invoice,Tax ID,ট্যাক্স আইডি
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,Item {0} is not setup for Serial Nos. Column must be blank,{0} আইটেম সিরিয়াল আমরা জন্য সেটআপ নয়. কলাম ফাঁকা রাখা আবশ্যক
apps/erpnext/erpnext/regional/india/utils.py,Either GST Transporter ID or Vehicle No is required if Mode of Transport is Road,হয় মোড ট্রান্সপোর্টের রাস্তা হলে জিএসটি ট্রান্সপোর্টার আইডি বা যানবাহনের নম্বর প্রয়োজন
DocType: Accounts Settings,Accounts Settings,সেটিংস অ্যাকাউন্ট
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.js,Approve,অনুমোদন করা
DocType: Loyalty Program,Customer Territory,গ্রাহক টেরিটরি
DocType: Email Digest,Sales Orders to Deliver,বিক্রয় আদেশ প্রদান করা
apps/erpnext/erpnext/accounts/doctype/account/account_tree.js,"Number of new Account, it will be included in the account name as a prefix","নতুন অ্যাকাউন্টের সংখ্যা, এটি একটি উপসর্গ হিসাবে অ্যাকাউন্টের নাম অন্তর্ভুক্ত করা হবে"
DocType: Maintenance Team Member,Team Member,দলের সদস্য
DocType: GSTR 3B Report,Invoices with no Place Of Supply,সরবরাহের কোনও স্থান নেই চালান
apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js,No Result to submit,কোন ফলাফল জমা নেই
DocType: Customer,Sales Partner and Commission,বিক্রয় অংশীদার এবং কমিশন
DocType: Loan,Rate of Interest (%) / Year,ইন্টারেস্ট (%) / বর্ষসেরা হার
,Project Quantity,প্রকল্প পরিমাণ
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","মোট {0} সব আইটেম জন্য শূন্য, আপনি &#39;উপর ভিত্তি করে চার্জ বিতরণ&#39; পরিবর্তন করা উচিত হতে পারে"
apps/erpnext/erpnext/hr/utils.py,To date can not be less than from date,তারিখ থেকে তারিখ থেকে কম হতে পারে না
DocType: Opportunity,To Discuss,আলোচনা করতে
apps/erpnext/erpnext/stock/stock_ledger.py,{0} units of {1} needed in {2} to complete this transaction.,{0} একক {1} {2} এই লেনদেন সম্পন্ন করার জন্য প্রয়োজন.
DocType: Loan Type,Rate of Interest (%) Yearly,সুদের হার (%) বাত্সরিক
apps/erpnext/erpnext/config/quality_management.py,Quality Goal.,মান লক্ষ্য
DocType: Support Settings,Forum URL,ফোরাম URL
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Temporary Accounts,অস্থায়ী অ্যাকাউন্ট
apps/erpnext/erpnext/assets/doctype/asset_movement/asset_movement.py,Source Location is required for the asset {0},সম্পদ {0} জন্য স্থান প্রয়োজন
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Black,কালো
DocType: BOM Explosion Item,BOM Explosion Item,BOM বিস্ফোরণ আইটেম
DocType: Shareholder,Contact List,যোগাযোগ তালিকা
DocType: Account,Auditor,নিরীক্ষক
DocType: Project,Frequency To Collect Progress,অগ্রগতি সংগ্রহের জন্য ফ্রিকোয়েন্সি
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,{0} items produced,{0} উত্পাদিত আইটেম
apps/erpnext/erpnext/utilities/user_progress.py,Learn More,আরও জানুন
DocType: Payment Entry,Party Bank Account,পার্টি ব্যাংক অ্যাকাউন্ট
DocType: Cheque Print Template,Distance from top edge,উপরের প্রান্ত থেকে দূরত্ব
DocType: POS Closing Voucher Invoices,Quantity of Items,আইটেম পরিমাণ
apps/erpnext/erpnext/stock/get_item_details.py,Price List {0} is disabled or does not exist,মূল্য তালিকা {0} অক্ষম করা থাকে বা কোন অস্তিত্ব নেই
DocType: Purchase Invoice,Return,প্রত্যাবর্তন
DocType: Account,Disable,অক্ষম
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Mode of payment is required to make a payment,পেমেন্ট মোড একটি পেমেন্ট করতে প্রয়োজন বোধ করা হয়
DocType: Task,Pending Review,মুলতুবি পর্যালোচনা
apps/erpnext/erpnext/public/js/utils/item_quick_entry.js,"Edit in full page for more options like assets, serial nos, batches etc.","সম্পদের মত আরও বিকল্পগুলির জন্য সম্পূর্ণ পৃষ্ঠাতে সম্পাদনা করুন, সিরিয়াল নাম্বার, ব্যাচ ইত্যাদি"
