DocType: Accounting Period,Period Name,Periode Navn
DocType: Shopping Cart Settings,Show Price,Vis pris
DocType: Healthcare Settings,Patient Registration,Pasientregistrering
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py,Please enter parent cost center,Skriv inn forelder kostnadssted
DocType: Delivery Note,Print Without Amount,Skriv ut Uten Beløp
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py,Depreciation Date,avskrivninger Dato
,Work Orders in Progress,Arbeidsordrer pågår
DocType: Customer Credit Limit,Bypass Credit Limit Check,Omkjør kredittgrense-sjekk
DocType: Issue,Support Team,Support Team
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py,Expiry (In Days),Utløps (i dager)
DocType: Appraisal,Total Score (Out of 5),Total poengsum (av 5)
DocType: Student Attendance Tool,Batch,Parti
DocType: Support Search Source,Query Route String,Forespørsel Rute String
DocType: Tally Migration,Day Book Data,Dagsbokdata
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Update rate as per last purchase,Oppdateringsfrekvens per siste kjøp
DocType: Donor,Donor Type,Donor Type
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Auto repeat document updated,Automatisk gjentatt dokument oppdatert
apps/erpnext/erpnext/stock/doctype/item/item.js,Balance,Balanse
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please select the Company,Vennligst velg firmaet
DocType: Employee Checkin,Skip Auto Attendance,Hopp over autodeltakelse
DocType: BOM,Job Card,Jobbkort
DocType: Room,Seating Capacity,Antall seter
DocType: Issue,ISS-,ISS-
DocType: Item,Is Non GST,Er ikke GST
DocType: Lab Test Groups,Lab Test Groups,Lab Test Grupper
apps/erpnext/erpnext/config/accounting.py,Profitability,lønnsomhet
apps/erpnext/erpnext/accounts/doctype/exchange_rate_revaluation/exchange_rate_revaluation.py,Party Type and Party is mandatory for {0} account,Party Type and Party er obligatorisk for {0} konto
DocType: Project,Total Expense Claim (via Expense Claims),Total Expense krav (via Utgifts Krav)
DocType: GST Settings,GST Summary,GST Sammendrag
apps/erpnext/erpnext/hr/doctype/daily_work_summary_group/daily_work_summary_group.py,Please enable default incoming account before creating Daily Work Summary Group,Vennligst aktiver standard innkommende konto før du oppretter Daglig arbeidsoppsummeringsgruppe
DocType: Assessment Result,Total Score,Total poengsum
DocType: Crop Cycle,ISO 8601 standard,ISO 8601 standard
DocType: Journal Entry,Debit Note,Debitnota
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,You can only redeem max {0} points in this order.,Du kan bare innløse maksimalt {0} poeng i denne rekkefølgen.
DocType: Expense Claim,HR-EXP-.YYYY.-,HR-EXP-.YYYY.-
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,Please enter API Consumer Secret,Vennligst skriv inn API Consumer Secret
DocType: Stock Entry,As per Stock UOM,Pr Stock målenheter
apps/erpnext/erpnext/stock/doctype/batch/batch_list.js,Not Expired,Ikke utløpt
DocType: Student Log,Achievement,Oppnåelse
DocType: Asset,Insurer,assurandør
DocType: Batch,Source Document Type,Kilde dokumenttype
DocType: Batch,Source Document Type,Kilde dokumenttype
apps/erpnext/erpnext/education/doctype/course_scheduling_tool/course_scheduling_tool.js,Following course schedules were created,Følgende kursplaner ble opprettet
DocType: Employee Onboarding,Employee Onboarding,Medarbeider Onboarding
DocType: Journal Entry,Total Debit,Total debet
DocType: Travel Request Costing,Sponsored Amount,Sponset beløp
DocType: Manufacturing Settings,Default Finished Goods Warehouse,Standardferdigvarelageret
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Please select Patient,Vennligst velg Pasient
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py,Sales Person,Sales Person
DocType: Hotel Room Package,Amenities,fasiliteter
DocType: Accounts Settings,Automatically Fetch Payment Terms,Hent automatisk betalingsbetingelser
DocType: QuickBooks Migrator,Undeposited Funds Account,Ubestemt fondskonto
DocType: Coupon Code,Uses,Bruker
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Multiple default mode of payment is not allowed,Flere standard betalingsmåter er ikke tillatt
DocType: Sales Invoice,Loyalty Points Redemption,Lojalitetspoeng Innløsning
,Appointment Analytics,Avtale Analytics
DocType: Lead,Blog Subscriber,Blogg Subscriber
DocType: Guardian,Alternate Number,Alternativ nummer
DocType: Assessment Plan Criteria,Maximum Score,maksimal score
apps/erpnext/erpnext/config/settings.py,Create rules to restrict transactions based on values.,Lage regler for å begrense transaksjoner basert på verdier.
DocType: Cash Flow Mapping Accounts,Cash Flow Mapping Accounts,Kontantstrømmappekontoer
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py, Group Roll No,Grupperulle nr
DocType: Quality Goal,Revision and Revised On,Revisjon og revidert på
DocType: Batch,Manufacturing Date,Produksjonsdato
apps/erpnext/erpnext/education/doctype/fee_schedule/fee_schedule_list.js,Fee Creation Failed,Fee Creation mislyktes
DocType: Opening Invoice Creation Tool,Create Missing Party,Opprett manglende parti
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Budget,Totalt budsjett
DocType: Student Group Creation Tool,Leave blank if you make students groups per year,La være tom hvis du lager studentgrupper hvert år
DocType: Student Group Creation Tool,Leave blank if you make students groups per year,La være tom hvis du lager studentgrupper hvert år
DocType: HR Settings,"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day","Hvis det er merket, Total nei. arbeidsdager vil omfatte helligdager, og dette vil redusere verdien av Lønn per dag"
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py,Failed to add Domain,Kunne ikke legge til domenet
apps/erpnext/erpnext/controllers/status_updater.py,"To allow over receipt / delivery, update ""Over Receipt/Delivery Allowance"" in Stock Settings or the Item.","For å tillate over mottak / levering, oppdaterer du &quot;Over kvittering / levering kvote&quot; i lagerinnstillinger eller varen."
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.js,"Apps using current key won't be able to access, are you sure?","Apper som bruker nåværende nøkkel vil ikke kunne få tilgang til, er du sikker?"
DocType: Subscription Settings,Prorate,prorate
DocType: Purchase Invoice,Total Advance,Total Advance
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Change Template Code,Endre malkode
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py,The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,"Begrepet Sluttdatoen kan ikke være tidligere enn Term startdato. Korriger datoene, og prøv igjen."
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot Count,Sitatall
apps/erpnext/erpnext/crm/report/campaign_efficiency/campaign_efficiency.py,Quot Count,Sitatall
DocType: Bank Statement Transaction Entry,Bank Statement,Kontoutskrift
DocType: Employee Benefit Claim,Max Amount Eligible,Maks beløp berettiget
,BOM Stock Report,BOM aksjerapport
DocType: Communication Medium,"If there is no assigned timeslot, then communication will be handled by this group","Hvis det ikke er tildelt tidsluke, vil kommunikasjonen bli håndtert av denne gruppen"
DocType: Stock Reconciliation Item,Quantity Difference,Antall Difference
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,Supplier &gt; Supplier Type,Leverandør&gt; Leverandørtype
DocType: Opportunity Item,Basic Rate,Basic Rate
DocType: GL Entry,Credit Amount,Credit Beløp
,Electronic Invoice Register,Elektronisk fakturaregister
DocType: Cheque Print Template,Signatory Position,Signataren plassering
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js,Set as Lost,Sett som tapte
DocType: Timesheet,Total Billable Hours,Totalt fakturerbare timer
DocType: Subscription,Number of days that the subscriber has to pay invoices generated by this subscription,Antall dager som abonnenten må betale fakturaer generert av dette abonnementet
DocType: Employee Benefit Application Detail,Employee Benefit Application Detail,Ansatte fordel søknad detalj
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html,Payment Receipt Note,Betaling Kvittering Note
apps/erpnext/erpnext/selling/doctype/customer/customer_dashboard.py,This is based on transactions against this Customer. See timeline below for details,Dette er basert på transaksjoner mot denne kunden. Se tidslinjen nedenfor for detaljer
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Create Material Request,Lag materiell forespørsel
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,"Start and end dates not in a valid Payroll Period, cannot calculate {0}","Start- og sluttdatoer som ikke er i en gyldig lønnsperiode, kan ikke beregne {0}"
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py,Row {0}: Allocated amount {1} must be less than or equals to Payment Entry amount {2},Rad {0}: Avsatt beløp {1} må være mindre enn eller lik Betaling Entry mengden {2}
DocType: Program Enrollment Tool,New Academic Term,Ny faglig term
,Course wise Assessment Report,Kursbasert vurderingsrapport
DocType: Customer Feedback Template,Customer Feedback Template,Kundens tilbakemeldingsmal
DocType: Purchase Invoice,Availed ITC State/UT Tax,Availed ITC State / UT skatt
DocType: Tax Rule,Tax Rule,Skatt Rule
DocType: Selling Settings,Maintain Same Rate Throughout Sales Cycle,Opprettholde samme hastighet Gjennom Salgssyklus
apps/erpnext/erpnext/hub_node/api.py,Please login as another user to register on Marketplace,Vennligst logg inn som en annen bruker for å registrere deg på Marketplace
DocType: Manufacturing Settings,Plan time logs outside Workstation Working Hours.,Planlegg tids logger utenfor arbeidsstasjon arbeidstid.
apps/erpnext/erpnext/public/js/pos/pos.html,Customers in Queue,Kunder i kø
DocType: Driver,Issuing Date,Utstedelsesdato
DocType: Procedure Prescription,Appointment Booked,Avtale booket
DocType: Student,Nationality,Nasjonalitet
apps/erpnext/erpnext/templates/generators/item/item_configure.js,Configure,Konfigurer
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.js,Submit this Work Order for further processing.,Send inn denne arbeidsordren for videre behandling.
,Items To Be Requested,Elementer å bli forespurt
DocType: Company,Allow Account Creation Against Child Company,Tillat kontooppretting mot barneselskap
DocType: Company,Company Info,Selskap Info
apps/erpnext/erpnext/accounts/page/pos/pos.js,Select or add new customer,Velg eller legg til ny kunde
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py,Cost center is required to book an expense claim,Kostnadssted er nødvendig å bestille en utgift krav
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Application of Funds (Assets),Anvendelse av midler (aktiva)
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,This is based on the attendance of this Employee,Dette er basert på tilstedeværelse av denne Employee
DocType: Payment Request,Payment Request Type,Betalingsforespørselstype
apps/erpnext/erpnext/education/doctype/student_attendance_tool/student_attendance_tool.js,Mark Attendance,Mark Attendance
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Debit Account,Debet konto
DocType: Fiscal Year,Year Start Date,År Startdato
DocType: Additional Salary,Employee Name,Ansattes Navn
DocType: Restaurant Order Entry Item,Restaurant Order Entry Item,Restaurant Bestillingsinngang
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,{0} bank transaction(s) created and {1} errors,{0} banktransaksjoner er opprettet og {1} feil
DocType: Purchase Invoice,Rounded Total (Company Currency),Avrundet Total (Selskap Valuta)
apps/erpnext/erpnext/accounts/doctype/account/account.py,Cannot covert to Group because Account Type is selected.,Kan ikke covert til konsernet fordi Kontotype er valgt.
DocType: Quiz,Max Attempts,Maks forsøk
apps/erpnext/erpnext/stock/doctype/material_request/material_request.py,{0} {1} has been modified. Please refresh.,{0} {1} har blitt endret. Vennligst oppdater.
DocType: Leave Block List,Stop users from making Leave Applications on following days.,Stoppe brukere fra å gjøre La Applications på følgende dager.
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.","Hvis ubegrenset utløper for lojalitetspoengene, hold utløpsvarigheten tom eller 0."
DocType: Asset Maintenance Team,Maintenance Team Members,Vedlikeholdsteammedlemmer
DocType: Loyalty Point Entry,Purchase Amount,kjøpesummen
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py,"Cannot deliver Serial No {0} of item {1} as it is reserved \
											to fullfill Sales Order {2}",Kan ikke levere serienummeret {0} av elementet {1} som det er reservert \ for å fullføre salgsordren {2}
DocType: Quotation,SAL-QTN-.YYYY.-,SAL-QTN-.YYYY.-
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,Supplier Quotation {0} created,Leverandør sitat {0} er opprettet
apps/erpnext/erpnext/accounts/report/financial_statements.py,End Year cannot be before Start Year,Slutt År kan ikke være før start År
DocType: Employee Benefit Application,Employee Benefits,Ytelser til ansatte
apps/erpnext/erpnext/projects/report/billing_summary.py,Employee ID,Ansatt ID
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py,Packed quantity must equal quantity for Item {0} in row {1},Pakket mengde må være lik mengde for Element {0} i rad {1}
DocType: Work Order,Manufactured Qty,Produsert Antall
apps/erpnext/erpnext/accounts/doctype/share_transfer/share_transfer.py,The shares don't exist with the {0},Aksjene eksisterer ikke med {0}
apps/erpnext/erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.js,Select Difference Account,Velg Differanse-konto
DocType: Sales Partner Type,Sales Partner Type,Salgspartner Type
DocType: Shopify Webhook Detail,Webhook ID,Webhook ID
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.py,Invoice Created,Faktura er opprettet
