DocType: Accounting Period,Period Name,دورانیہ کا نام
apps/erpnext/erpnext/buying/report/quoted_item_comparison/quoted_item_comparison.js,Successfully Set Supplier,کامیابی سے سیٹ سپلائر
DocType: Leave Encashment,Leave Encashment,معاوضہ چھوڑ دو
apps/erpnext/erpnext/public/js/setup_wizard.js,What does it do?,یہ کیا کرتا ہے؟
apps/erpnext/erpnext/agriculture/doctype/crop_cycle/crop_cycle.py,Tasks have been created for managing the {0} disease (on row {1}),کاموں کو {0} بیماری (قطار {1} کے انتظام کے لئے بنایا گیا ہے.
DocType: Crop,Byproducts,بپتسما
apps/erpnext/erpnext/stock/doctype/batch/batch.js,To Warehouse,گودام میں
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,All Student Admissions,تمام طالب علم داخلہ
,Average Commission Rate,اوسط کمیشن کی شرح
DocType: Share Balance,No of Shares,حصوں میں سے کوئی نہیں
DocType: Taxable Salary Slab,To Amount,رقم پر
apps/erpnext/erpnext/stock/doctype/item/item.py,'Has Serial No' can not be 'Yes' for non-stock item,&#39;ہاں&#39; ہونا غیر اسٹاک شے کے لئے نہیں کر سکتے ہیں &#39;سیریل نہیں ہے&#39;
apps/erpnext/erpnext/healthcare/page/appointment_analytic/appointment_analytic.js,Select Status,حیثیت کا انتخاب کریں
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Attendance can not be marked for future dates,حاضری مستقبل کی تاریخوں کے لئے نشان لگا دیا گیا نہیں کیا جا سکتا
DocType: Support Search Source,Post Description Key,پوسٹ کی تفصیل پوسٹ
DocType: Pricing Rule,Pricing Rule Help,قیمتوں کا تعین حکمرانی کی مدد
DocType: School House,House Name,ایوان نام
DocType: Fee Schedule,Total Amount per Student,طالب علم فی کل رقم
DocType: Opportunity,Sales Stage,فروخت کے مرحلے
apps/erpnext/erpnext/stock/report/delayed_item_report/delayed_item_report.py,Customer PO,کسٹمر پی او
DocType: Purchase Taxes and Charges,Account Head,اکاؤنٹ ہیڈ
DocType: Company,HRA Component,HRA اجزاء
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Electrical,الیکٹریکل
apps/erpnext/erpnext/utilities/activation.py,Add the rest of your organization as your users. You can also add invite Customers to your portal by adding them from Contacts,آپ کے صارفین کے طور پر آپ کی تنظیم کے باقی میں شامل کریں. آپ بھی رابطے سے انہیں شامل کر کے اپنے پورٹل پر صارفین کی دعوت دیتے ہیں شامل کر سکتے ہیں
DocType: Stock Entry,Total Value Difference (Out - In),کل قیمت فرق (باہر - میں)
DocType: Employee Checkin,Location / Device ID,مقام / آلہ ID۔
DocType: Grant Application,Requested Amount,درخواست کی رقم
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Exchange Rate is mandatory,صف {0}: زر مبادلہ کی شرح لازمی ہے
DocType: Invoice Discounting,Bank Charges Account,بینک چارجز اکاؤنٹ
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.py,User ID not set for Employee {0},صارف ID ملازم کے لئے مقرر نہیں {0}
DocType: Vehicle,Vehicle Value,وہیکل ویلیو
DocType: Crop Cycle,Detected Diseases,پتہ چلا بیماری
DocType: Stock Entry,Default Source Warehouse,پہلے سے طے شدہ ماخذ گودام
DocType: Item,Customer Code,کسٹمر کوڈ
DocType: Bank,Data Import Configuration,ڈیٹا امپورٹ کنفیگریشن۔
DocType: Asset Maintenance Task,Last Completion Date,آخری تکمیل کی تاریخ
apps/erpnext/erpnext/accounts/report/inactive_sales_items/inactive_sales_items.js,Days Since Last Order,آخری آرڈر کے بعد دن
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Debit To account must be a Balance Sheet account,اکاؤنٹ ڈیبٹ ایک بیلنس شیٹ اکاؤنٹ ہونا ضروری ہے
DocType: Asset,Naming Series,نام سیریز
DocType: Vital Signs,Coated,لیپت
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,قطار {0}: متوقع قدر مفید زندگی کے بعد مجموعی خریداری کی رقم سے کم ہونا ضروری ہے
apps/erpnext/erpnext/regional/italy/utils.py,Please set {0} for address {1},براہ کرم پتے {1} کے لئے {0} مقرر کریں
DocType: GoCardless Settings,GoCardless Settings,گوڈورلیس ترتیبات
DocType: Leave Block List,Leave Block List Name,بلاک کریں فہرست کا نام چھوڑ دو
DocType: Certified Consultant,Certification Validity,تصدیق تصدیق
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle.py,Insurance Start date should be less than Insurance End date,انشورنس تاریخ آغاز انشورنس تاریخ اختتام سے کم ہونا چاہئے
DocType: Support Settings,Service Level Agreements,خدمت کی سطح کے معاہدے۔
DocType: Shopping Cart Settings,Display Settings,ترتیبات دکھائیں
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Stock Assets,اسٹاک اثاثوں
DocType: Restaurant,Active Menu,فعال مینو
DocType: Accounting Dimension Detail,Default Dimension,طے شدہ طول و عرض۔
DocType: Target Detail,Target Qty,ہدف کی مقدار
apps/erpnext/erpnext/hr/doctype/loan/loan.py,Against Loan: {0},قرض کے خلاف: {0}
DocType: Shopping Cart Settings,Checkout Settings,چیک آؤٹ ترتیبات
DocType: Student Attendance,Present,موجودہ
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.py,Delivery Note {0} must not be submitted,ترسیل کے نوٹ {0} پیش نہیں کیا جانا چاہئے
DocType: HR Settings,"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.",ملازم کو ای میل کی گئی تنخواہ کی پرچی پاس ورڈ سے محفوظ رہے گی ، پاس ورڈ کی پالیسی کی بنیاد پر پاس ورڈ تیار کیا جائے گا۔
apps/erpnext/erpnext/accounts/doctype/period_closing_voucher/period_closing_voucher.py,Closing Account {0} must be of type Liability / Equity,اکاؤنٹ {0} بند قسم ذمہ داری / اکوئٹی کا ہونا ضروری ہے
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Slip of employee {0} already created for time sheet {1},ملازم کی تنخواہ کی پرچی {0} کے پاس پہلے وقت شیٹ کے لئے پیدا {1}
DocType: Vehicle Log,Odometer,مسافت پیما
DocType: Production Plan Item,Ordered Qty,کا حکم دیا مقدار
apps/erpnext/erpnext/stock/doctype/item/item.py,Item {0} is disabled,آئٹم {0} غیر فعال ہے
DocType: Stock Settings,Stock Frozen Upto,اسٹاک منجمد تک
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,BOM does not contain any stock item,BOM کسی بھی اسٹاک شے پر مشتمل نہیں ہے
DocType: Chapter,Chapter Head,باب سر
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Search for a payment,ادائیگی کے لئے تلاش کریں۔
DocType: Payment Term,Month(s) after the end of the invoice month,انوائس مہینے کے اختتام کے بعد مہینے
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Salary Structure should have flexible benefit component(s) to dispense benefit amount,تنخواہ کی ساخت میں لچکدار فائدے کے اجزاء کو فائدہ اٹھانے کی رقم کو تقسیم کرنا ہونا چاہئے
apps/erpnext/erpnext/config/projects.py,Project activity / task.,پروجیکٹ سرگرمی / کام.
DocType: Vital Signs,Very Coated,بہت لیپت
DocType: Salary Component,Only Tax Impact (Cannot Claim But Part of Taxable Income),صرف ٹیکس اثر (دعوی نہیں کر سکتے ہیں لیکن ٹیکس قابل آمدنی کا حصہ)
DocType: Vehicle Log,Refuelling Details,Refuelling تفصیلات
apps/erpnext/erpnext/agriculture/doctype/water_analysis/water_analysis.py,Lab result datetime cannot be before testing datetime,ڈیٹا لیٹر کا دورہ کرنے سے پہلے ٹیسٹ ٹیٹو سے پہلے نہیں ہوسکتا ہے
DocType: Delivery Trip,Use Google Maps Direction API to optimize route,روٹ کو بہتر بنانے کیلئے گوگل میپس ڈائرکشن API کا استعمال کریں۔
DocType: POS Profile,Allow user to edit Discount,صارف کو ڈسکاؤنٹ میں ترمیم کرنے کی اجازت دیں
apps/erpnext/erpnext/stock/doctype/delivery_trip/delivery_trip.js,Get customers from,گاہکوں سے حاصل کریں
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,As per rules 42 & 43 of CGST Rules,سی جی ایس ٹی رولز کے قواعد 42 اور 43 کے مطابق۔
DocType: Purchase Invoice Item,Include Exploded Items,دھماکہ خیز اشیاء شامل کریں
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py,"Buying must be checked, if Applicable For is selected as {0}",قابل اطلاق کے لئے کے طور پر منتخب کیا جاتا ہے تو خریدنے، جانچ پڑتال ہونا ضروری {0}
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Discount must be less than 100,ڈسکاؤنٹ کم 100 ہونا ضروری ہے
apps/erpnext/erpnext/support/doctype/service_level/service_level.py,"Start Time can't be greater than or equal to End Time \
					for {0}.",شروع کا وقت اختتامی وقت to کے لئے {0} سے زیادہ یا اس کے برابر نہیں ہوسکتا ہے۔
DocType: Shipping Rule,Restrict to Countries,ممالک پر پابندی
DocType: Shift Type,Alternating entries as IN and OUT during the same shift,ایک ہی شفٹ کے دوران بطور IN اور OUT بطور اندراجات۔
DocType: Shopify Settings,Shared secret,مشترکہ راز
DocType: Amazon MWS Settings,Synch Taxes and Charges,ہم آہنگ ٹیکس اور چارجز
DocType: Purchase Invoice,Write Off Amount (Company Currency),رقم لکھیں (کمپنی کرنسی)
DocType: Sales Invoice Timesheet,Billing Hours,بلنگ کے اوقات
DocType: Project,Total Sales Amount (via Sales Order),کل سیلز رقم (سیلز آرڈر کے ذریعے)
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Default BOM for {0} not found,{0} نہیں پایا کیلئے ڈیفالٹ BOM
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,مالی سال کے آغاز کی تاریخ مالی سال اختتامی تاریخ سے ایک سال قبل ہونی چاہئے۔
apps/erpnext/erpnext/stock/doctype/item/item.py,Row #{0}: Please set reorder quantity,صف # {0}: ترتیب مقدار مقرر کریں
apps/erpnext/erpnext/public/js/pos/pos.html,Tap items to add them here,انہیں یہاں شامل کرنے کے لئے اشیاء کو تھپتھپائیں
DocType: Course Enrollment,Program Enrollment,پروگرام کا اندراج
apps/erpnext/erpnext/controllers/item_variant.py,Rename Not Allowed,نام تبدیل کرنے کی اجازت نہیں ہے۔
DocType: Share Transfer,To Folio No,فولیو نمبر پر
DocType: Landed Cost Voucher,Landed Cost Voucher,لینڈڈ لاگت واؤچر
apps/erpnext/erpnext/config/accounting.py,Tax Category for overriding tax rates.,ٹیکس کی شرحوں کو ضائع کرنے کیلئے ٹیکس کیٹیگری۔
apps/erpnext/erpnext/public/js/queries.js,Please set {0},مقرر کریں {0}
apps/erpnext/erpnext/education/doctype/student_group/student_group.py,{0} - {1} is inactive student,{0} - {1} غیر فعال طالب علم ہے
DocType: Employee,Health Details,صحت کی تفصیلات
DocType: Coupon Code,Coupon Type,کوپن کی قسم
DocType: Leave Encashment,Encashable days,ناقابل یقین دن
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,To create a Payment Request reference document is required,ایک ادائیگی کی درخواست ریفرنس دستاویز کی ضرورت ہے پیدا کرنے کے لئے
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py,To create a Payment Request reference document is required,ایک ادائیگی کی درخواست ریفرنس دستاویز کی ضرورت ہے پیدا کرنے کے لئے
DocType: Soil Texture,Sandy Clay,سینڈی مٹی
DocType: Grant Application,Assessment  Manager,تشخیص مینیجر
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Allocate Payment Amount,ادائیگی رقم مختص
DocType: Subscription Plan,Subscription Plan,سبسکرپشن کی منصوبہ بندی
DocType: Employee External Work History,Salary,تنخواہ
DocType: Serial No,Delivery Document Type,ڈلیوری دستاویز کی قسم
DocType: Sales Order,Partly Delivered,جزوی طور پر ہونے والا
DocType: Item Variant Settings,Do not update variants on save,بچت پر متغیرات کو اپ ڈیٹ نہ کریں
DocType: Email Digest,Receivables,وصولی
DocType: Lead Source,Lead Source,لیڈ ماخذ
DocType: Customer,Additional information regarding the customer.,کسٹمر کے بارے میں اضافی معلومات.
DocType: Quality Inspection Reading,Reading 5,5 پڑھنا
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,"{0} {1} is associated with {2}, but Party Account is {3}",{0} {1} {2} سے منسلک ہے، لیکن پارٹی کا اکاؤنٹ {3} ہے
DocType: Bank Statement Settings Item,Bank Header,بینک ہیڈر
apps/erpnext/erpnext/healthcare/doctype/sample_collection/sample_collection.js,View Lab Tests,لیب ٹیسٹ دیکھیں
DocType: Hub Users,Hub Users,حب صارفین
DocType: Purchase Invoice,Y,Y
DocType: Maintenance Visit,Maintenance Date,بحالی کی تاریخ
DocType: Purchase Invoice Item,Rejected Serial No,مسترد سیریل نمبر
apps/erpnext/erpnext/accounts/doctype/fiscal_year/fiscal_year.py,Year start date or end date is overlapping with {0}. To avoid please set company,سال کے آغاز کی تاریخ یا تاریخ انتہاء {0} کے ساتھ اتیویاپی ہے. سے بچنے کے لئے مقرر کی کمپنی کے لئے براہ مہربانی
