DocType: Accounting Period,Period Name,Názov obdobia
DocType: Agriculture Analysis Criteria,Soil Analysis,Analýza pôdy
apps/erpnext/erpnext/education/report/course_wise_assessment_report/course_wise_assessment_report.html,Course Code: ,Kód kurzu:
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Please enter Expense Account,"Prosím, zadejte výdajového účtu"
DocType: Quality Action Resolution,Problem,problém
DocType: Account,Stock,Sklad
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","Riadok # {0}: Reference Document Type musí byť jedným z objednávky, faktúry alebo Journal Entry"
DocType: Employee,Current Address,Aktuálna adresa
DocType: Item,"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified","Je-li položka je varianta další položku pak popis, obraz, oceňování, daní atd bude stanoven ze šablony, pokud není výslovně uvedeno"
DocType: Production Plan Item,Make Work Order for Sub Assembly Items,Vykonajte objednávku práce pre položky podzostavy
DocType: Serial No,Purchase / Manufacture Details,Nákup / Výroba Podrobnosti
DocType: Assessment Group,Assessment Group,skupina Assessment
DocType: Stock Entry,Per Transferred,Za prevedené
apps/erpnext/erpnext/config/help.py,Batch Inventory,Batch Zásoby
DocType: Sales Invoice,GST Transporter ID,ID prepravcu GST
DocType: Procedure Prescription,Procedure Name,Názov procedúry
DocType: Employee,Contract End Date,Smlouva Datum ukončení
DocType: Amazon MWS Settings,Seller ID,ID predávajúceho
DocType: Sales Order,Track this Sales Order against any Project,Sledovat tento prodejní objednávky na jakýkoli projekt
DocType: Bank Statement Transaction Entry,Bank Statement Transaction Entry,Výpis transakcie z bankového výpisu
DocType: Sales Invoice Item,Discount and Margin,Zľava a Margin
DocType: Lab Test,Prescription,predpis
DocType: Company,Default Deferred Revenue Account,Predvolený účet odloženého výnosu
DocType: Project,Second Email,Druhý e-mail
DocType: Budget,Action if Annual Budget Exceeded on Actual,"Opatrenie, ak bol ročný rozpočet prekročený na skutočný"
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Not Available,Není k dispozici
DocType: Pricing Rule,Min Qty,Min Množství
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.js,Disable Template,Zakázať šablónu
DocType: Bank Statement Transaction Invoice Item,Transaction Date,Transakce Datum
DocType: Production Plan Item,Planned Qty,Plánované Množství
DocType: Project Template Task,Begin On (Days),Začať dňa (dni)
DocType: Quality Action,Preventive,preventívna
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Supplies made to Unregistered Persons,Dodávky dodávané neregistrovaným osobám
DocType: Company,Date of Incorporation,Dátum začlenenia
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py,Total Tax,Total Tax
apps/erpnext/erpnext/manufacturing/report/bom_stock_calculated/bom_stock_calculated.py,Last Purchase Price,Posledná nákupná cena
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,For Quantity (Manufactured Qty) is mandatory,Pre Množstvo (Vyrobené ks) je povinné
DocType: Stock Entry,Default Target Warehouse,Výchozí Target Warehouse
DocType: Purchase Invoice,Net Total (Company Currency),Net Total (Company Měna)
DocType: Sales Invoice,Air,ovzdušia
apps/erpnext/erpnext/education/doctype/academic_year/academic_year.py,The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,Rok Dátum ukončenia nesmie byť starší ako dátum rok Štart. Opravte dáta a skúste to znova.
DocType: Purchase Order,Set Target Warehouse,Nastaviť cieľový sklad
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,{0} is not in Optional Holiday List,{0} nie je v zozname voliteľných prázdnin
DocType: Amazon MWS Settings,JP,JP
DocType: BOM,Scrap Items,šrot položky
DocType: Work Order,Actual Start Date,Skutečné datum zahájení
DocType: Sales Order,% of materials delivered against this Sales Order,% materiálov dodaných proti tejto Predajnej objednávke
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}","Vynechanie priradenia štruktúry miezd pre nasledujúcich zamestnancov, pretože záznamy o priradení mzdovej štruktúry už proti nim existujú. {0}"
apps/erpnext/erpnext/config/manufacturing.py,Generate Material Requests (MRP) and Work Orders.,Generovanie žiadostí o materiál (MRP) a pracovných príkazov.
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Set default mode of payment,Nastavte predvolený spôsob platby
DocType: Stock Entry Detail,Against Stock Entry,Proti zásobám
DocType: Grant Application,Withdrawn,uzavretý
DocType: Support Search Source,Support Search Source,Zdroj vyhľadávania podpory
apps/erpnext/erpnext/accounts/report/account_balance/account_balance.js,Chargeble,Chargeble
DocType: Project,Gross Margin %,Hrubá Marža %
DocType: BOM,With Operations,S operacemi
DocType: Support Search Source,Post Route Key List,Pridať zoznam kľúčov
apps/erpnext/erpnext/accounts/party.py,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,"Položky účtovníctva už boli vykonané v mene, {0} pre firmu {1}. Vyberte pohľadávky a záväzku účet s menou {0}."
DocType: Asset,Is Existing Asset,Je existujúcemu aktívu
DocType: Salary Component,Statistical Component,Štatistická zložka
DocType: Warranty Claim,If different than customer address,Pokud se liší od adresy zákazníka
DocType: Purchase Invoice,Without Payment of Tax,Bez platenia dane
DocType: BOM Operation,BOM Operation,BOM Operation
DocType: Purchase Taxes and Charges,On Previous Row Amount,Na předchozí řady Částka
DocType: Options,Is Correct,Je správne
DocType: Item,Has Expiry Date,Má dátum skončenia platnosti
apps/erpnext/erpnext/assets/doctype/asset/asset.js,Transfer Asset,prevod majetku
apps/erpnext/erpnext/config/support.py,Issue Type.,Typ vydania.
DocType: POS Profile,POS Profile,POS Profile
DocType: Training Event,Event Name,Názov udalosti
DocType: Healthcare Practitioner,Phone (Office),Telefón (Office)
apps/erpnext/erpnext/hr/doctype/payroll_entry/payroll_entry.py,"Cannot Submit, Employees left to mark attendance","Nepodarilo sa odoslať, Zamestnanci odišli na označenie účasti"
DocType: Inpatient Record,Admission,vstupné
apps/erpnext/erpnext/education/doctype/student_admission/student_admission.py,Admissions for {0},Prijímacie konanie pre {0}
DocType: Shift Type,Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,"Posledná známa úspešná synchronizácia kontroly zamestnancov. Obnovte to, iba ak ste si istí, že všetky protokoly sú synchronizované zo všetkých miest. Ak si nie ste niečím istí, neupravujte to."
apps/erpnext/erpnext/config/accounting.py,"Seasonality for setting budgets, targets etc.","Sezónnost pro nastavení rozpočtů, cíle atd."
apps/erpnext/erpnext/www/all-products/index.html,No values,Žiadne hodnoty
DocType: Supplier Scorecard Scoring Variable,Variable Name,Názov premennej
apps/erpnext/erpnext/stock/get_item_details.py,"Item {0} is a template, please select one of its variants","Položka {0} je šablóna, prosím vyberte jednu z jeho variantov"
DocType: Purchase Invoice Item,Deferred Expense,Odložené náklady
apps/erpnext/erpnext/public/js/hub/pages/Messages.vue,Back to Messages,Späť na Správy
apps/erpnext/erpnext/hr/doctype/salary_structure_assignment/salary_structure_assignment.py,From Date {0} cannot be before employee's joining Date {1},Od dátumu {0} nemôže byť pred dátumom spájania zamestnanca {1}
DocType: Asset,Asset Category,asset Kategórie
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py,Net pay cannot be negative,Netto plat nemôže byť záporný
DocType: Purchase Order,Advance Paid,Vyplacené zálohy
DocType: Manufacturing Settings,Overproduction Percentage For Sales Order,Percento nadprodukcie pre objednávku predaja
DocType: Item Group,Item Tax,Daň Položky
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Material to Supplier,Materiál Dodávateľovi
DocType: Soil Texture,Loamy Sand,Loamy Sand
,Lost Opportunity,Stratená príležitosť
DocType: Accounts Settings,Determine Address Tax Category From,Určite kategóriu dane z adresy
DocType: Production Plan,Material Request Planning,Plánovanie žiadostí o materiál
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.js,Excise Invoice,Spotrebný Faktúra
apps/erpnext/erpnext/education/doctype/grading_scale/grading_scale.py,Treshold {0}% appears more than once,Prah {0}% sa objaví viac ako raz
DocType: Expense Claim,Employees Email Id,Email ID zamestnanca
DocType: Employee Attendance Tool,Marked Attendance,Výrazná Návštevnosť
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Current Liabilities,Krátkodobé závazky
apps/erpnext/erpnext/public/js/projects/timer.js,Timer exceeded the given hours.,Časovač prekročil daný čas.
apps/erpnext/erpnext/config/crm.py,Send mass SMS to your contacts,Posílat hromadné SMS vašim kontaktům
DocType: Inpatient Record,A Positive,Pozitívny
DocType: Program,Program Name,Názov programu
DocType: Purchase Taxes and Charges,Consider Tax or Charge for,Zvažte daň či poplatek za
DocType: Driver,Driving License Category,Kategória vodičského preukazu
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py,Actual Qty is mandatory,Skutočné množstvo je povinné
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,"{0} currently has a {1} Supplier Scorecard standing, and Purchase Orders to this supplier should be issued with caution.",{0} v súčasnosti má postavenie {1} Scorecardu pre dodávateľov a nákupné objednávky tomuto dodávateľovi by mali byť vydané opatrne.
DocType: Asset Maintenance Team,Asset Maintenance Team,Tím na údržbu aktív
apps/erpnext/erpnext/setup/default_success_action.py,{0} has been submitted successfully,{0} bola úspešne odoslaná
DocType: Loan,Loan Type,pôžička Type
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Credit Card,Kreditní karta
DocType: Quality Goal,Quality Goal,Cieľ kvality
DocType: BOM,Item to be manufactured or repacked,Položka být vyráběn nebo znovu zabalena
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Syntax error in condition: {0},Chyba syntaxe v stave: {0}
DocType: Fee Structure,EDU-FST-.YYYY.-,EDU-FST-.YYYY.-
DocType: Employee Education,Major/Optional Subjects,Hlavní / Volitelné předměty
apps/erpnext/erpnext/accounts/doctype/opening_invoice_creation_tool/opening_invoice_creation_tool.py,Please Set Supplier Group in Buying Settings.,Nastavte skupinu dodávateľov v nastaveniach nákupu.
DocType: Sales Invoice Item,Drop Ship,Drop Loď
DocType: Driver,Suspended,suspendovaný
DocType: Training Event,Attendees,Účastníci
DocType: Employee,"Here you can maintain family details like name and occupation of parent, spouse and children","Zde si můžete udržovat rodinné detailů, jako jsou jméno a povolání rodičem, manželem a dětmi"
DocType: Academic Term,Term End Date,Termín Dátum ukončenia
DocType: Purchase Invoice,Taxes and Charges Deducted (Company Currency),Daně a poplatky odečteny (Company měna)
DocType: Item Group,General Settings,Všeobecné nastavenia
DocType: Article,Article,článok
apps/erpnext/erpnext/shopping_cart/cart.py,Please enter coupon code !!,Zadajte kód kupónu !!
apps/erpnext/erpnext/setup/doctype/currency_exchange/currency_exchange.py,From Currency and To Currency cannot be same,Z měny a měny nemůže být stejné
DocType: Taxable Salary Slab,Percent Deduction,Percentuálna zrážka
DocType: GL Entry,To Rename,Premenovať
DocType: Stock Entry,Repack,Přebalit
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Select to add Serial Number.,"Vyberte, ak chcete pridať sériové číslo."
apps/erpnext/erpnext/regional/italy/utils.py,Please set Fiscal Code for the customer '%s',"Prosím, nastavte daňový kód pre zákazníka &#39;% s&#39;"
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Please select the Company first,Najskôr vyberte spoločnosť
DocType: Item Attribute,Numeric Values,Číselné hodnoty
apps/erpnext/erpnext/public/js/setup_wizard.js,Attach Logo,Pripojiť Logo
apps/erpnext/erpnext/stock/doctype/batch/batch.js,Stock Levels,Úrovne zásob
DocType: Customer,Commission Rate,Výška provízie
apps/erpnext/erpnext/accounts/doctype/bank_statement_transaction_entry/bank_statement_transaction_entry.py,Successfully created payment entries,Úspešne vytvorené položky platieb
apps/erpnext/erpnext/buying/doctype/supplier_scorecard/supplier_scorecard.py,Created {0} scorecards for {1} between: ,Vytvorili {0} scorecards pre {1} medzi:
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure_template/clinical_procedure_template.py,Not permitted. Please disable the Procedure Template,Nepovolené. Zakážte šablónu postupu
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,"Payment Type must be one of Receive, Pay and Internal Transfer",Typ platby musí byť jedným z príjem Pay a interný prevod
DocType: Travel Itinerary,Preferred Area for Lodging,Preferovaná oblasť ubytovania
apps/erpnext/erpnext/config/agriculture.py,Analytics,analytika
DocType: Salary Detail,Additional Amount,Dodatočná suma
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html,Cart is Empty,Košík je prázdny
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,"Item {0} has no Serial No. Only serilialized items \
						can have delivery based on Serial No",Položka {0} neobsahuje žiadne sériové číslo. Serializované položky \ môžu mať dodávku na základe poradového čísla
