DocType: Accounting Period,Period Name,Όνομα περιόδου
DocType: Sales Invoice,Over Dimensional Cargo (ODC),Υπερφορικό φορτίο (ODC)
DocType: Restaurant Order Entry,Restaurant Table,Πίνακας εστιατορίων
DocType: Hotel Room,Hotel Manager,Διευθυντής ξενοδοχείου
apps/erpnext/erpnext/utilities/activation.py,Create Student Batch,Δημιουργία Παρτίδας Φοιτητών
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py,Set Tax Rule for shopping cart,Ορισμός φορολογική Κανόνας για το καλάθι αγορών
apps/erpnext/erpnext/hr/doctype/job_offer/job_offer.py,There are no vacancies under staffing plan {0},Δεν υπάρχουν κενές θέσεις σύμφωνα με το πρόγραμμα {0}
DocType: Purchase Invoice,Taxes and Charges Added,Φόροι και επιβαρύνσεις που προστέθηκαν
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,Απόσβεση γραμμής {0}: Η επόμενη ημερομηνία απόσβεσης δεν μπορεί να γίνει πριν από την Ημερομηνία διαθέσιμης για χρήση
,Sales Funnel,Χοάνη πωλήσεων
apps/erpnext/erpnext/setup/doctype/company/company.py,Abbreviation is mandatory,Σύντμηση είναι υποχρεωτική
DocType: Project,Task Progress,Task Progress
apps/erpnext/erpnext/templates/includes/navbar/navbar_items.html,Cart,Το Καλάθι
apps/erpnext/erpnext/erpnext_integrations/doctype/plaid_settings/plaid_settings.py,Bank account {0} already exists and could not be created again,Ο τραπεζικός λογαριασμός {0} υπάρχει ήδη και δεν μπορεί να δημιουργηθεί ξανά
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Missed,Κλήση αναπάντητων
DocType: Certified Consultant,GitHub ID,GitHub ID
DocType: Staffing Plan,Total Estimated Budget,Συνολικός εκτιμώμενος προϋπολογισμός
,Qty to Transfer,Ποσότητα για μεταφορά
apps/erpnext/erpnext/config/selling.py,Quotes to Leads or Customers.,Προσφορές σε Συστάσεις ή Πελάτες.
DocType: Stock Settings,Role Allowed to edit frozen stock,Ο ρόλος έχει τη δυνατότητα επεξεργασίας παγωμένου απόθεματος
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,All Customer Groups,Όλες οι ομάδες πελατών
apps/erpnext/erpnext/accounts/doctype/budget/budget.py,Accumulated Monthly,συσσωρευμένες Μηνιαία
DocType: Attendance Request,On Duty,Στο καθήκον
apps/erpnext/erpnext/controllers/accounts_controller.py,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,Η {0} είναι απαραίτητη. Ίσως δεν έχει δημιουργηθεί εγγραφή ισοτιμίας συναλλάγματος από {1} έως {2}.
apps/erpnext/erpnext/hr/doctype/staffing_plan/staffing_plan.py,Staffing Plan {0} already exist for designation {1},Προσωπικό Σχέδιο {0} υπάρχει ήδη για τον προσδιορισμό {1}
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py,Tax Template is mandatory.,Φόρος προτύπου είναι υποχρεωτική.
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Goods are already received against the outward entry {0},Τα αγαθά έχουν ήδη παραληφθεί κατά της εισόδου {0}
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Last Issue,Τελευταίο τεύχος
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0}: Parent account {1} does not exist,Ο λογαριασμός {0}: γονικός λογαριασμός {1} δεν υπάρχει
DocType: Bank Account,Mask,Μάσκα
DocType: POS Closing Voucher,Period Start Date,Ημερομηνία έναρξης περιόδου
DocType: Purchase Invoice Item,Price List Rate (Company Currency),Τιμή τιμοκαταλόγου (νόμισμα της εταιρείας)
DocType: Products Settings,Products Settings,Ρυθμίσεις προϊόντα
,Item Price Stock,Τιμή μετοχής
apps/erpnext/erpnext/config/retail.py,To make Customer based incentive schemes.,Για να δημιουργήσετε προγράμματα κινήτρων βάσει πελατείας.
DocType: Lab Prescription,Test Created,Δοκιμή δημιουργήθηκε
DocType: Healthcare Settings,Custom Signature in Print,Προσαρμοσμένη υπογραφή στην εκτύπωση
DocType: Account,Temporary,Προσωρινός
DocType: Material Request Plan Item,Customer Provided,Παρεχόμενα από τον πελάτη
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html,Customer LPO No.,Αριθμός πελάτη LPO
DocType: Amazon MWS Settings,Market Place Account Group,Ομάδα λογαριασμών αγοράς
DocType: Program,Courses,μαθήματα
DocType: Monthly Distribution Percentage,Percentage Allocation,Ποσοστό κατανομής
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Secretary,Γραμματέας
apps/erpnext/erpnext/regional/india/utils.py,House rented dates required for exemption calculation,Οι ημερομηνίες ενοικίασης κατοικιών που απαιτούνται για τον υπολογισμό της απαλλαγής
DocType: Global Defaults,"If disable, 'In Words' field will not be visible in any transaction","Αν απενεργοποιήσετε, «σύμφωνα με τα λόγια« πεδίο δεν θα είναι ορατό σε κάθε συναλλαγή"
DocType: Quality Review Table,Quality Review Table,Πίνακας αναθεώρησης ποιότητας
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js,This action will stop future billing. Are you sure you want to cancel this subscription?,Αυτή η ενέργεια θα σταματήσει τη μελλοντική χρέωση. Είστε βέβαιοι ότι θέλετε να ακυρώσετε αυτήν τη συνδρομή;
DocType: Serial No,Distinct unit of an Item,Διακριτή μονάδα ενός είδους
DocType: Supplier Scorecard Criteria,Criteria Name,Όνομα κριτηρίου
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.js,Please set Company,Ρυθμίστε την εταιρεία
DocType: Procedure Prescription,Procedure Created,Η διαδικασία δημιουργήθηκε
DocType: Pricing Rule,Buying,Αγορά
apps/erpnext/erpnext/config/agriculture.py,Diseases & Fertilizers,Ασθένειες &amp; Λιπάσματα
DocType: HR Settings,Employee Records to be created by,Εγγραφές των υπαλλήλων που πρόκειται να δημιουργηθούν από
DocType: Inpatient Record,AB Negative,AB Αρνητικό
DocType: POS Profile,Apply Discount On,Εφαρμόστε έκπτωση σε
DocType: Member,Membership Type,Τύπος μέλους
,Reqd By Date,Reqd Με ημερομηνία
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Creditors,Πιστωτές
DocType: Assessment Plan,Assessment Name,Όνομα αξιολόγηση
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Serial No is mandatory,Σειρά # {0}: Αύξων αριθμός είναι υποχρεωτική
DocType: Purchase Taxes and Charges,Item Wise Tax Detail,Φορολογικές λεπτομέρειες για είδη
DocType: Employee Onboarding,Job Offer,Προσφορά εργασίας
apps/erpnext/erpnext/public/js/setup_wizard.js,Institute Abbreviation,Ινστιτούτο Σύντμηση
,Item-wise Price List Rate,Τιμή τιμοκαταλόγου ανά είδος
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Supplier Quotation,Προσφορά προμηθευτή
apps/erpnext/erpnext/config/support.py,Issue Priority.,Προτεραιότητα έκδοσης.
DocType: Quotation,In Words will be visible once you save the Quotation.,Με λόγια θα είναι ορατά αφού αποθηκεύσετε το πρόσημο.
apps/erpnext/erpnext/utilities/transaction_base.py,Quantity ({0}) cannot be a fraction in row {1},Η ποσότητα ({0}) δεν μπορεί να είναι κλάσμα στη σειρά {1}
DocType: Contract,Unsigned,Δεν έχει υπογραφεί
DocType: Selling Settings,Each Transaction,Κάθε συναλλαγή
apps/erpnext/erpnext/stock/doctype/item/item.py,Barcode {0} already used in Item {1},Το barcode {0} έχει ήδη χρησιμοποιηθεί στο είδος {1}
DocType: Shift Type,The time before the shift end time when check-out is considered as early (in minutes).,Ο χρόνος πριν από τη λήξη της διαδρομής όταν το check-out θεωρείται νωρίς (σε λεπτά).
apps/erpnext/erpnext/config/selling.py,Rules for adding shipping costs.,Κανόνες για την προσθήκη εξόδων αποστολής.
DocType: Hotel Room,Extra Bed Capacity,Χωρητικότητα επιπλέον κρεβατιού
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Varaiance ,Varaiance
apps/erpnext/erpnext/config/hr.py,Performance,Εκτέλεση
DocType: Item,Opening Stock,Αρχικό Απόθεμα
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py,Customer is required,Ο πελάτης είναι απαραίτητος
DocType: Lab Test,Result Date,Ημερομηνία αποτελεσμάτων
DocType: Purchase Order,To Receive,Να Λάβω
DocType: Leave Period,Holiday List for Optional Leave,Λίστα διακοπών για προαιρετική άδεια
DocType: Item Tax Template,Tax Rates,Φορολογικοί δείκτες
apps/erpnext/erpnext/utilities/user_progress.py,user@example.com,user@example.com
DocType: Asset,Asset Owner,Ιδιοκτήτης περιουσιακών στοιχείων
DocType: Item,Website Content,Περιεχόμενο ιστότοπου
DocType: Bank Account,Integration ID,Αναγνωριστικό ενοποίησης
DocType: Purchase Invoice,Reason For Putting On Hold,Λόγος για την αναμονή
DocType: Employee,Personal Email,Προσωπικό email
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Variance,Συνολική διακύμανση
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.","Εάν είναι ενεργοποιημένο, το σύστημα θα καταχωρεί λογιστικές εγγραφές για την απογραφή αυτόματα."
apps/erpnext/erpnext/accounts/doctype/bank_account/test_bank_account.py,BankAccount.validate_iban() accepted invalid IBAN {},Το BankAccount.validate_iban () αποδέχθηκε άκυρο IBAN {}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Brokerage,Μεσιτεία
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Attendance for employee {0} is already marked for this day,Η φοίτηση για εργαζόμενο {0} έχει ήδη επισημανθεί για αυτήν την ημέρα
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'","Σε λεπτά 
 ενημέρωση μέσω «αρχείου καταγραφής ώρας»"
DocType: Customer,From Lead,Από Σύσταση
DocType: Amazon MWS Settings,Synch Orders,Παραγγελίες συγχρονισμού
apps/erpnext/erpnext/config/manufacturing.py,Orders released for production.,Παραγγελίες ανοιχτές για παραγωγή.
apps/erpnext/erpnext/public/js/account_tree_grid.js,Select Fiscal Year...,Επιλέξτε οικονομικό έτος...
