Period Name,期間名稱
Against Sales Order Item,對銷售訂單項目
Company Logo,公司標誌
Please specify Attribute Value for attribute {0},請指定屬性值的屬性{0}
Default Warehouse,預設倉庫
Budget cannot be assigned against Group Account {0},不能指定預算給群組帳目{0}
Show Price,顯示價格
Patient Registration,病人登記
Please enter parent cost center,請輸入父成本中心
Print Without Amount,列印表單時不印金額
Depreciation Date,折舊日期
Work Orders in Progress,工作訂單正在進行中
Support Team,支持團隊
Expiry (In Days),到期（天數）
Batch,批量
Query Route String,查詢路由字符串
Update rate as per last purchase,根據上次購買更新率
Donor Type,捐助者類型
Auto repeat document updated,自動重複文件更新
Balance,餘額
Please select the Company,請選擇公司
Seating Capacity,座位數
Lab Test Groups,實驗室測試組
Party Type and Party is mandatory for {0} account,{0}科目的參與方以及類型為必填
Total Expense Claim (via Expense Claim),總費用報銷（通過費用報銷）
GST Summary,消費稅總結
ISO 8601 standard,ISO 8601標準
Debit Note,繳費單
You can only redeem max {0} points in this order.,您只能按此順序兌換最多{0}個積分。
Please enter API Consumer Secret,請輸入API消費者密碼
As per Stock UOM,按庫存計量單位
Not Expired,沒有過期
Achievement,成就
Insurer,保險公司
Source Document Type,源文檔類型
Source Document Type,源文檔類型
Following course schedules were created,按照課程時間表創建
Total Debit,借方總額
Default Finished Goods Warehouse,預設成品倉庫
Please select Patient,請選擇患者
Sales Person,銷售人員
Amenities,設施
Undeposited Funds Account,未存入資金科目
Budget and Cost Center,預算和成本中心
Multiple default mode of payment is not allowed,不允許多種默認付款方式
Loyalty Points Redemption,忠誠積分兌換
Appointment Analytics,預約分析
Blog Subscriber,網誌訂閱者
Alternate Number,備用號碼
Create rules to restrict transactions based on values.,創建規則來限制基於價值的交易。
Cash Flow Mapping Accounts,現金流量映射科目
 Group Roll No,組卷號
Manufacturing Date,生產日期
Fee Creation Failed,費用創作失敗
Create Missing Party,創建失踪派對
Total Budget,預算總額
Leave blank if you make students groups per year,如果您每年製作學生團體，請留空
Leave blank if you make students groups per year,如果您每年製作學生團體，請留空
"Apps using current key won't be able to access, are you sure?",使用當前密鑰的應用程序將無法訪問，您確定嗎？
Total Advance,預付款總計
Change Template Code,更改模板代碼
The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,該期限結束日期不能超過期限開始日期。請更正日期，然後再試一次。
Quot Count,報價
Quot Count,報價計數
Bank Statement,銀行對帳單
BOM Stock Report,BOM庫存報告
Quantity Difference,數量差異
Basic Rate,基礎匯率
Credit Amount,信貸金額
Signatory Position,簽署的位置
Set as Lost,設為失落
Total Billable Hours,總計費時間
Number of days that the subscriber has to pay invoices generated by this subscription,用戶必須支付此訂閱生成的發票的天數
Payment Receipt Note,付款收貨注意事項
This is based on transactions against this Customer. See timeline below for details,這是基於對這個顧客的交易。詳情請參閱以下時間表
Row {0}: Allocated amount {1} must be less than or equals to Payment Entry amount {2},行{0}：分配金額{1}必須小於或等於輸入付款金額{2}
New Academic Term,新學期
Course wise Assessment Report,課程明智的評估報告
Availed ITC State/UT Tax,有效的ITC州/ UT稅
Tax Rule,稅務規則
Maintain Same Rate Throughout Sales Cycle,保持同樣的速度在整個銷售週期
Please login as another user to register on Marketplace,請以另一個用戶身份登錄以在Marketplace上註冊
Plan time logs outside Workstation Working Hours.,在工作站的工作時間以外計畫時間日誌。
Customers in Queue,在排隊的客戶
Issuing Date,發行日期
Appointment Booked,預約預約
Nationality,國籍
Submit this Work Order for further processing.,提交此工單以進一步處理。
Items To Be Requested,需求項目
Company Info,公司資訊
Select or add new customer,選擇或添加新客戶
Cost center is required to book an expense claim,成本中心需要預訂費用報銷
Application of Funds (Assets),基金中的應用（資產）
Payment Request Type,付款申請類型
Year Start Date,年結開始日期
Employee Name,員工姓名
Restaurant Order Entry Item,餐廳訂單錄入項目
Rounded Total (Company Currency),整數總計（公司貨幣）
Cannot covert to Group because Account Type is selected.,不能轉換到群組科目，因為科目類型選擇的。
{0} {1} has been modified. Please refresh.,{0} {1} 已修改。請更新。
"If unlimited expiry for the Loyalty Points, keep the Expiry Duration empty or 0.",如果忠誠度積分無限期到期，請將到期時間保持為空或0。
Maintenance Team Members,維護團隊成員
Purchase Amount,購買金額
"Cannot deliver Serial No {0} of item {1} as it is reserved \
											to fullfill Sales Order {2}",無法交付項目{1}的序列號{0}，因為它已保留\以滿足銷售訂單{2}
Supplier Quotation {0} created,供應商報價{0}創建
End Year cannot be before Start Year,結束年份不能啟動年前
Packed quantity must equal quantity for Item {0} in row {1},盒裝數量必須等於{1}列品項{0}的數量
Manufactured Qty,生產數量
The shares don't exist with the {0},這些份額不存在於{0}
Sales Partner Type,銷售夥伴類型
Invoice Created,已創建發票
Out of Order,亂序
Accepted Quantity,允收數量
Ignore Workstation Time Overlap,忽略工作站時間重疊
Please set a default Holiday List for Employee {0} or Company {1},請設置一個默認的假日列表為員工{0}或公司{1}
Select Batch Numbers,選擇批號
Bills raised to Customers.,客戶提出的賬單。
Invoice Appointments Automatically,自動發票約會
Project Id,項目編號
Basic Component,基本組件
Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},行無{0}：金額不能大於金額之前對報銷{1}。待審核金額為{2}
Medical Administrator,醫療管理員
Schedule,時間表
Parent Account,上層科目
Reading 3,閱讀3,
Source Warehouse Address,來源倉庫地址
Voucher Type,憑證類型
Max Retry Limit,最大重試限制
Price List not found or disabled,價格表未找到或被禁用
Price,價格
Guardian,監護人
All communications including and above this shall be moved into the new Issue,包括及以上的所有通信均應移至新發行中
Item Alternative,項目選擇
Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.,如果未在醫生執業者中設置預約費用，則使用默認收入帳戶。
Create missing customer or supplier.,創建缺少的客戶或供應商。
Appraisal {0} created for Employee {1} in the given date range,鑑定{0}為員工在給定日期範圍{1}創建
Expected Discharge,預期解僱
Del,刪除
Campaign Naming By,活動命名由
Current Address Is,當前地址是
Monthly Sales Target (,每月銷售目標（
"Optional. Sets company's default currency, if not specified.",可選。設置公司的默認貨幣，如果沒有指定。
Customer GSTIN,客戶GSTIN,
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease ,在現場檢測到的疾病清單。當選擇它會自動添加一個任務清單處理疾病
This is a root healthcare service unit and cannot be edited.,這是根醫療保健服務單位，不能編輯。
Repair Status,維修狀態
Add Sales Partners,添加銷售合作夥伴
Accounting journal entries.,會計日記帳分錄。
Available Qty at From Warehouse,可用數量從倉庫
Please select Employee Record first.,請選擇員工記錄第一。
Account for Change Amount,帳戶漲跌額
Connecting to QuickBooks,連接到QuickBooks,
Total Gain/Loss,總收益/損失
Invalid Company for Inter Company Invoice.,公司發票無效公司。
input service,輸入服務
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},行{0}：甲方/客戶不與匹配{1} / {2} {3} {4}
Maintenance Team Member,維護團隊成員
Course Code: ,課程編號：
Please enter Expense Account,請輸入您的費用科目
Stock,庫存
"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry",行＃{0}：參考文件類型必須是採購訂單之一，購買發票或日記帳分錄
Current Address,當前地址
"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified",如果項目是另一項目，然後描述，圖像，定價，稅費等會從模板中設定的一個變體，除非明確指定
Purchase / Manufacture Details,採購／製造詳細資訊
Assessment Group,評估小組
Batch Inventory,批量庫存
GST Transporter ID,消費稅轉運ID,
Procedure Name,程序名稱
Contract End Date,合同結束日期
Seller ID,賣家ID,
Track this Sales Order against any Project,跟踪對任何項目這個銷售訂單
Bank Statement Transaction Entry,銀行對賬單交易分錄
Discount and Margin,折扣和保證金
Prescription,處方
Default Deferred Revenue Account,默認遞延收入科目
Second Email,第二封郵件
Action if Annual Budget Exceeded on Actual,年度預算超出實際的行動
Min Qty,最小數量
Planned Qty,計劃數量
Date of Incorporation,註冊成立日期
Total Tax,總稅收
Last Purchase Price,上次購買價格
For Quantity (Manufactured Qty) is mandatory,對於數量（製造數量）是強制性的
Default Target Warehouse,預設目標倉庫
Net Total (Company Currency),總淨值（公司貨幣）
Air,空氣
The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,年末日期不能超過年度開始日期。請更正日期，然後再試一次。
Purchase Receipt Message,採購入庫單訊息
Scrap Items,廢物品
Actual Start Date,實際開始日期
% of materials delivered against this Sales Order,針對這張銷售訂單的已交貨物料的百分比(%)
Generate Material Requests (MRP) and Work Orders.,生成材料請求（MRP）和工作訂單。
