DocType: Accounting Period,Period Name,Nama Periode
DocType: Pricing Rule,Buying,Pembelian
apps/erpnext/erpnext/config/agriculture.py,Diseases & Fertilizers,Penyakit &amp; Pupuk
DocType: HR Settings,Employee Records to be created by,Rekaman Karyawan yang akan dibuat oleh
DocType: Inpatient Record,AB Negative,AB Negatif
DocType: POS Profile,Apply Discount On,Terapkan Diskon Pada
DocType: Member,Membership Type,jenis keanggotaan
,Reqd By Date,Reqd By Date
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Creditors,Kreditor
DocType: Assessment Plan,Assessment Name,penilaian Nama
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Row # {0}: Serial No is mandatory,Row # {0}: Serial ada adalah wajib
DocType: Purchase Taxes and Charges,Item Wise Tax Detail,Stok Barang Wise Detil Pajak
DocType: Employee Onboarding,Job Offer,Tawaran pekerjaan
apps/erpnext/erpnext/public/js/setup_wizard.js,Institute Abbreviation,Singkatan Institute
,Item-wise Price List Rate,Stok Barang-bijaksana Daftar Harga Tingkat
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js,Supplier Quotation,Supplier Quotation
apps/erpnext/erpnext/config/support.py,Issue Priority.,Prioritas Masalah.
DocType: Quotation,In Words will be visible once you save the Quotation.,Dalam Kata-kata akan terlihat sekali Anda menyimpan Quotation tersebut.
apps/erpnext/erpnext/utilities/transaction_base.py,Quantity ({0}) cannot be a fraction in row {1},Kuantitas ({0}) tidak boleh menjadi pecahan dalam baris {1}
DocType: Contract,Unsigned,Tidak bertanda tangan
DocType: Selling Settings,Each Transaction,Setiap Transaksi
apps/erpnext/erpnext/stock/doctype/item/item.py,Barcode {0} already used in Item {1},Barcode {0} sudah digunakan dalam Produk {1}
DocType: Shift Type,The time before the shift end time when check-out is considered as early (in minutes).,Waktu sebelum waktu akhir shift ketika check-out dianggap sebagai awal (dalam menit).
apps/erpnext/erpnext/config/selling.py,Rules for adding shipping costs.,Aturan untuk menambahkan biaya pengiriman.
DocType: Hotel Room,Extra Bed Capacity,Kapasitas Tempat Tidur Tambahan
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Varaiance ,Varaiance
apps/erpnext/erpnext/config/hr.py,Performance,Performa
DocType: Item,Opening Stock,Persediaan pembukaan
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py,Customer is required,Pelanggan diwajibkan
DocType: Lab Test,Result Date,Tanggal hasil
DocType: Purchase Order,To Receive,Menerima
DocType: Leave Period,Holiday List for Optional Leave,Daftar Liburan untuk Cuti Opsional
DocType: Item Tax Template,Tax Rates,Tarif pajak
apps/erpnext/erpnext/utilities/user_progress.py,user@example.com,user@example.com
DocType: Asset,Asset Owner,Pemilik aset
DocType: Item,Website Content,Konten situs web
DocType: Bank Account,Integration ID,ID Integrasi
DocType: Purchase Invoice,Reason For Putting On Hold,Alasan untuk Puting On Hold
DocType: Employee,Personal Email,Email Pribadi
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py,Total Variance,Total Variance
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.","Jika diaktifkan, sistem akan posting entri akuntansi untuk persediaan otomatis."
apps/erpnext/erpnext/accounts/doctype/bank_account/test_bank_account.py,BankAccount.validate_iban() accepted invalid IBAN {},BankAccount.validate_iban () menerima IBAN tidak valid {}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Brokerage,Memperantarai
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Attendance for employee {0} is already marked for this day,Kehadiran bagi karyawan {0} sudah ditandai untuk hari ini
DocType: Work Order Operation,"in Minutes
Updated via 'Time Log'",di Menit Diperbarui melalui 'Log Waktu'
DocType: Customer,From Lead,Dari Prospek
DocType: Amazon MWS Settings,Synch Orders,Pesanan Sinkr
apps/erpnext/erpnext/config/manufacturing.py,Orders released for production.,Order dirilis untuk produksi.
apps/erpnext/erpnext/public/js/account_tree_grid.js,Select Fiscal Year...,Pilih Tahun Anggaran ...
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,POS Profile required to make POS Entry,POS Profil diperlukan untuk membuat POS Entri
apps/erpnext/erpnext/accounts/doctype/loyalty_program/loyalty_program.js,"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.","Poin Loyalitas akan dihitung dari pengeluaran yang dilakukan (melalui Faktur Penjualan), berdasarkan faktor penagihan yang disebutkan."
DocType: Program Enrollment Tool,Enroll Students,Daftarkan Siswa
DocType: Pricing Rule,Coupon Code Based,Berbasis Kode Kupon
DocType: Company,HRA Settings,Pengaturan HRA
DocType: Homepage,Hero Section,Bagian Pahlawan
DocType: Employee Transfer,Transfer Date,Tanggal Transfer
DocType: Lab Test,Approved Date,Tanggal yang Disetujui
apps/erpnext/erpnext/patches/v4_0/create_price_list_if_missing.py,Standard Selling,Standard Jual
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Atleast one warehouse is mandatory,Setidaknya satu gudang adalah wajib
apps/erpnext/erpnext/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,"Configure Item Fields like UOM, Item Group, Description and No of Hours.","Konfigurasikan Item Fields seperti UOM, Item Group, Deskripsi dan No of Hours."
DocType: Certification Application,Certification Status,Status Sertifikasi
apps/erpnext/erpnext/public/js/hub/marketplace.js,Marketplace,Marketplace
DocType: Travel Itinerary,Travel Advance Required,Diperlukan Advance Travel
DocType: Subscriber,Subscriber Name,Nama Subscriber
DocType: Serial No,Out of Warranty,Out of Garansi
DocType: Bank Statement Transaction Settings Item,Mapped Data Type,Dipetakan Jenis Data
DocType: BOM Update Tool,Replace,Mengganti
apps/erpnext/erpnext/templates/includes/product_list.js,No products found.,Tidak ditemukan produk.
apps/erpnext/erpnext/public/js/hub/pages/PublishedItems.vue,Publish More Items,Publikasikan Item Lainnya
apps/erpnext/erpnext/support/doctype/issue/issue.py,This Service Level Agreement is specific to Customer {0},Perjanjian Tingkat Layanan ini khusus untuk Pelanggan {0}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,{0} against Sales Invoice {1},{0} terhadap Faktur Penjualan {1}
DocType: Antibiotic,Laboratory User,Pengguna Laboratorium
DocType: Request for Quotation Item,Project Name,Nama Proyek
apps/erpnext/erpnext/regional/italy/utils.py,Please set the Customer Address,Silakan atur Alamat Pelanggan
DocType: Customer,Mention if non-standard receivable account,Menyebutkan jika non-standar piutang
DocType: Bank,Plaid Access Token,Token Akses Kotak-kotak
apps/erpnext/erpnext/hr/doctype/employee_benefit_application/employee_benefit_application.py,Please add the remaining benefits {0} to any of the existing component,Harap tambahkan manfaat yang tersisa {0} ke salah satu komponen yang ada
DocType: Journal Entry Account,If Income or Expense,Jika Penghasilan atau Beban
DocType: Course Topic,Course Topic,Topik Kursus
apps/erpnext/erpnext/selling/doctype/pos_closing_voucher/pos_closing_voucher.py,POS Closing Voucher alreday exists for {0} between date {1} and {2},Voucher Penutupan POS sudah ada untuk {0} antara tanggal {1} dan {2}
DocType: Bank Statement Transaction Entry,Matching Invoices,Mencocokkan Faktur
DocType: Work Order,Required Items,Produk yang dibutuhkan
DocType: Stock Ledger Entry,Stock Value Difference,Perbedaan Nilai Persediaan
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py,Item Row {0}: {1} {2} does not exist in above '{1}' table,Baris Item {0}: {1} {2} tidak ada di atas tabel &#39;{1}&#39;
apps/erpnext/erpnext/config/help.py,Human Resource,Sumber Daya Manusia
DocType: Payment Reconciliation Payment,Payment Reconciliation Payment,Rekonsiliasi Pembayaran Pembayaran
DocType: Disease,Treatment Task,Tugas Pengobatan
DocType: Payment Order Reference,Bank Account Details,Detail Rekening Bank
DocType: Purchase Order Item,Blanket Order,Pesanan Selimut
apps/erpnext/erpnext/hr/doctype/loan_application/loan_application.py,Repayment Amount must be greater than ,Jumlah pembayaran harus lebih besar dari
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Tax Assets,Aset pajak
DocType: BOM Item,BOM No,No. BOM
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Journal Entry {0} does not have account {1} or already matched against other voucher,Jurnal Entri {0} tidak memiliki akun {1} atau sudah dicocokkan voucher lainnya
DocType: Item,Moving Average,Moving Average
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,Benefit,Manfaat
DocType: BOM Update Tool,The BOM which will be replaced,BOM yang akan diganti
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Electronic Equipments,Peralatan elektronik
DocType: Asset,Maintenance Required,Pemeliharaan Diperlukan
DocType: Account,Debit,Debet
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py,Leaves must be allocated in multiples of 0.5,"cuti harus dialokasikan dalam kelipatan 0,5"
DocType: Work Order,Operation Cost,Biaya Operasi
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Identifying Decision Makers,Mengidentifikasi Pengambil Keputusan
apps/erpnext/erpnext/selling/report/customer_credit_balance/customer_credit_balance.py,Outstanding Amt,Posisi Amt
DocType: Sales Person,Set targets Item Group-wise for this Sales Person.,Target Set Stok Barang Group-bijaksana untuk Sales Person ini.
DocType: Stock Settings,Freeze Stocks Older Than [Days],Bekukan Persediaan Lebih Lama Dari [Hari]
DocType: Payment Entry,Payment Ordered,Pembayaran Dipesan
DocType: Asset Maintenance Team,Maintenance Team Name,Nama Tim Pemeliharaan
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.","Jika dua atau lebih Aturan Harga yang ditemukan berdasarkan kondisi di atas, Prioritas diterapkan. Prioritas adalah angka antara 0 sampai 20, sementara nilai default adalah nol (kosong). Jumlah yang lebih tinggi berarti akan diutamakan jika ada beberapa Aturan Harga dengan kondisi yang sama."
apps/erpnext/erpnext/controllers/trends.py,Fiscal Year: {0} does not exists,Tahun Anggaran: {0} tidak ada
DocType: Currency Exchange,To Currency,Untuk Mata
DocType: Leave Block List,Allow the following users to approve Leave Applications for block days.,Izinkan pengguna ini untuk menyetujui aplikasi izin cuti untuk hari yang terpilih(blocked).
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py,Lifecycle,Lingkaran kehidupan
apps/erpnext/erpnext/accounts/report/bank_reconciliation_statement/bank_reconciliation_statement.py,Payment Document Type,Jenis Dokumen Pembayaran
apps/erpnext/erpnext/controllers/selling_controller.py,Selling rate for item {0} is lower than its {1}. Selling rate should be atleast {2},Tingkat penjualan untuk item {0} lebih rendah dari {1} nya. Tingkat penjualan harus atleast {2}
DocType: Designation Skill,Skill,Ketrampilan
DocType: Subscription,Taxes,PPN
DocType: Purchase Invoice Item,Weight Per Unit,Berat Per Unit
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Paid and Not Delivered,Dibayar dan Tidak Terkirim
DocType: QuickBooks Migrator,Default Cost Center,Standar Biaya Pusat
apps/erpnext/erpnext/www/all-products/index.html,Toggle Filters,Toggle Filter
apps/erpnext/erpnext/config/stock.py,Stock Transactions,Transaksi Persediaan
DocType: Budget,Budget Accounts,Akun anggaran
DocType: Employee,Internal Work History,Sejarah Kerja internal
DocType: Bank Statement Transaction Entry,New Transactions,Transaksi Baru
DocType: Depreciation Schedule,Accumulated Depreciation Amount,Akumulasi Penyusutan Jumlah
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Private Equity,Private Equity
DocType: Supplier Scorecard Variable,Supplier Scorecard Variable,Supplier Scorecard Variabel
DocType: Shift Type,Working Hours Threshold for Half Day,Ambang Batas Jam Kerja untuk Setengah Hari
apps/erpnext/erpnext/assets/doctype/asset/asset.py,Please create purchase receipt or purchase invoice for the item {0},Harap buat tanda terima pembelian atau beli faktur untuk item {0}
DocType: Job Card,Material Transferred,Material Ditransfer
DocType: Employee Advance,Due Advance Amount,Jumlah Uang Muka Sebelumnya
DocType: Maintenance Visit,Customer Feedback,Umpan balik Pelanggan
DocType: Account,Expense,Biaya
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.js,Score cannot be greater than Maximum Score,Skor tidak dapat lebih besar dari skor maksimum
DocType: Support Search Source,Source Type,Jenis Sumber
DocType: Course Content,Course Content,Konten Kursus
apps/erpnext/erpnext/utilities/user_progress.py,Customers and Suppliers,Pelanggan dan Pemasok
DocType: Item Attribute,From Range,Dari Rentang
DocType: BOM,Set rate of sub-assembly item based on BOM,Tetapkan tarif barang sub-rakitan berdasarkan BOM
DocType: Inpatient Occupancy,Invoiced,Faktur
apps/erpnext/erpnext/erpnext_integrations/doctype/woocommerce_settings/woocommerce_settings.py,WooCommerce Products,Produk WooCommerce
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Syntax error in formula or condition: {0},kesalahan sintaks dalam formula atau kondisi: {0}
apps/erpnext/erpnext/stock/utils.py,Item {0} ignored since it is not a stock item,Barang {0} diabaikan karena bukan barang persediaan
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.","Untuk tidak berlaku Rule Harga dalam transaksi tertentu, semua Aturan Harga yang berlaku harus dinonaktifkan."
DocType: Payment Term,Day(s) after the end of the invoice month,Hari setelah akhir bulan faktur
DocType: Assessment Group,Parent Assessment Group,Induk Penilaian Grup
DocType: Employee Checkin,Shift Actual End,Pergeseran Akhir Aktual
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py,Jobs,Pekerjaan
,Sales Order Trends,Sales Order Trends
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js,The 'From Package No.' field must neither be empty nor it's value less than 1.,&#39;Dari Paket No.&#39; lapangan tidak boleh kosong atau nilainya kurang dari 1.
DocType: Employee,Held On,Diadakan Pada
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order_calendar.js,Production Item,Produksi Stok Barang
,Employee Information,Informasi Karyawan
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.py,Healthcare Practitioner not available on {0},Praktisi Perawatan Kesehatan tidak tersedia di {0}
DocType: Stock Entry Detail,Additional Cost,Biaya tambahan
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py,"Can not filter based on Voucher No, if grouped by Voucher","Tidak dapat memfilter berdasarkan No. Voucher, jika dikelompokkan berdasarkan Voucher"
DocType: Quality Inspection,Incoming,Incoming
apps/erpnext/erpnext/setup/doctype/company/company.js,Default tax templates for sales and purchase are created.,Template pajak default untuk penjualan dan pembelian telah dibuat.
apps/erpnext/erpnext/education/doctype/assessment_result/assessment_result.py,Assessment Result record {0} already exists.,Catatan Hasil Penilaian {0} sudah ada.
