DocType: Accounting Period,Period Name,ຊື່ໄລຍະເວລາ
DocType: Email Campaign,Email Campaign,ແຄມເປນອີເມວ
apps/erpnext/erpnext/public/js/hub/hub_call.js,Marketplace Error,Marketplace Error
DocType: Complaint,Complaint,ຄໍາຮ້ອງທຸກ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Warehouse required for stock Item {0},Warehouse ຕ້ອງການສໍາລັບສິນຄ້າຫຼັກຊັບ {0}
DocType: Leave Allocation,Unused leaves,ໃບທີ່ບໍ່ໄດ້ໃຊ້
apps/erpnext/erpnext/patches/v11_0/create_department_records_for_each_company.py,All Departments,ທຸກໆພະແນກ
DocType: Healthcare Service Unit,Vacant,Vacant
DocType: Patient,Alcohol Past Use,Alcohol Past Use
DocType: Fertilizer Content,Fertilizer Content,ເນື້ອຫາປຸ໋ຍ
apps/erpnext/erpnext/public/js/hub/pages/Seller.vue,No description,ບໍ່ມີ ຄຳ ອະທິບາຍ
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js,Cr,Cr
DocType: Tax Rule,Billing State,State Billing
DocType: Quality Goal,Monitoring Frequency,ຄວາມຖີ່ຂອງການກວດສອບ
DocType: Share Transfer,Transfer,ການຖ່າຍໂອນ
DocType: Quality Action,Quality Feedback,ຄຳ ຕິຊົມທີ່ມີຄຸນນະພາບ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Work Order {0} must be cancelled before cancelling this Sales Order,ຕ້ອງໄດ້ຍົກເລີກການເຮັດວຽກ {0} ກ່ອນທີ່ຈະຍົກເລີກຄໍາສັ່ງຂາຍນີ້
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js,Fetch exploded BOM (including sub-assemblies),ມາດດຶງຂໍ້ມູນລະເບີດ BOM (ລວມທັງອະນຸປະກອບ)
DocType: Authorization Rule,Applicable To (Employee),ສາມາດນໍາໃຊ້ການ (ພະນັກງານ)
apps/erpnext/erpnext/controllers/accounts_controller.py,Due Date is mandatory,ອັນເນື່ອງມາຈາກວັນທີ່ເປັນການບັງຄັບ
apps/erpnext/erpnext/controllers/accounts_controller.py,Cannot set quantity less than received quantity,ບໍ່ສາມາດ ກຳ ນົດປະລິມານທີ່ ໜ້ອຍ ກວ່າ ຈຳ ນວນທີ່ໄດ້ຮັບ
apps/erpnext/erpnext/controllers/item_variant.py,Increment for Attribute {0} cannot be 0,ເພີ່ມຂຶ້ນສໍາລັບຄຸນສົມບັດ {0} ບໍ່ສາມາດຈະເປັນ 0
DocType: Employee Benefit Claim,Benefit Type and Amount,ປະເພດຜົນປະໂຫຍດແລະຈໍານວນເງິນ
DocType: Delivery Stop,Visited,ໄດ້ໄປຢ້ຽມຢາມ
apps/erpnext/erpnext/hotels/report/hotel_room_occupancy/hotel_room_occupancy.py,Rooms Booked,Rooms Booked
apps/erpnext/erpnext/crm/doctype/lead/lead.py,Ends On date cannot be before Next Contact Date.,ສິ້ນສຸດວັນທີ່ບໍ່ສາມາດກ່ອນວັນທີຕິດຕໍ່ຕໍ່ໄປ.
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js,Batch Entries,ການອອກສຽງກຸ່ມ
DocType: Journal Entry,Pay To / Recd From,ຈ່າຍໄປ / Recd ຈາກ
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Unpublish Item,ບໍ່ເຜີຍແຜ່ລາຍການ
DocType: Naming Series,Setup Series,Series ຕິດຕັ້ງ
DocType: Payment Reconciliation,To Invoice Date,ສົ່ງໃບເກັບເງິນວັນທີ່
DocType: Bank Account,Contact HTML,ຕິດຕໍ່ HTML
DocType: Support Settings,Support Portal,ສະຫນັບສະຫນູນ Portal
apps/erpnext/erpnext/healthcare/doctype/healthcare_settings/healthcare_settings.py,Registration fee can not be Zero,ຄ່າລົງທະບຽນບໍ່ສາມາດສູນເສຍ
DocType: Disease,Treatment Period,ໄລຍະເວລາປິ່ນປົວ
DocType: Travel Itinerary,Travel Itinerary,ທ່ອງທ່ຽວ
apps/erpnext/erpnext/education/api.py,Result already Submitted,ຜົນໄດ້ຮັບແລ້ວສົ່ງ
apps/erpnext/erpnext/controllers/buying_controller.py,Reserved Warehouse is mandatory for Item {0} in Raw Materials supplied,ຄັງສິນຄ້າຖືກຈໍາກັດສໍາລັບລາຍການ {0} ໃນວັດຖຸດິບທີ່ສະຫນອງໃຫ້
,Inactive Customers,ລູກຄ້າບໍ່ໄດ້ໃຊ້ວຽກ
DocType: Student Admission Program,Maximum Age,ສູງສຸດອາຍຸ
apps/erpnext/erpnext/regional/doctype/gst_settings/gst_settings.py,Please wait 3 days before resending the reminder.,ກະລຸນາລໍຖ້າ 3 ມື້ກ່ອນທີ່ຈະສົ່ງຄໍາເຕືອນຄືນມາ.
DocType: Landed Cost Voucher,Purchase Receipts,ລາຍໄດ້ຈາກການຊື້
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,"Upload a bank statement, link or reconcile a bank account","ອັບໂຫລດໃບແຈ້ງການຂອງທະນາຄານ, ເຊື່ອມໂຍງຫລືເຊື່ອມໂຍງບັນຊີທະນາຄານ"
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js,How Pricing Rule is applied?,ວິທີການກົດລະບຽບລາຄາຖືກນໍາໃຊ້?
DocType: Stock Entry,Delivery Note No,ການສົ່ງເງິນເຖິງບໍ່ມີ
DocType: Cheque Print Template,Message to show,ຂໍ້ຄວາມທີ່ຈະສະແດງໃຫ້ເຫັນ
apps/erpnext/erpnext/public/js/setup_wizard.js,Retail,ຂາຍຍ່ອຍ
DocType: Student Attendance,Absent,ບໍ່
DocType: Staffing Plan,Staffing Plan Detail,Staffing Plan Detail
DocType: Employee Promotion,Promotion Date,ວັນໂປໂມຊັ່ນ
apps/erpnext/erpnext/hr/doctype/leave_ledger_entry/leave_ledger_entry.py,Leave allocation %s is linked with leave application %s,ການແບ່ງເງິນອອກ% s ຕິດພັນກັບການຂໍໃບສະ ໝັກ% s
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Product Bundle,Bundle ຜະລິດຕະພັນ
apps/erpnext/erpnext/buying/doctype/supplier_scorecard/supplier_scorecard.py,Unable to find score starting at {0}. You need to have standing scores covering 0 to 100,ບໍ່ສາມາດຊອກຫາຄະແນນເລີ່ມຕົ້ນທີ່ {0}. ທ່ານຕ້ອງການທີ່ຈະມີຄະແນນປະຈໍາຄອບຄຸມ 0 ກັບ 100
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: Invalid reference {1},ຕິດຕໍ່ກັນ {0}: ກະສານອ້າງອີງບໍ່ຖືກຕ້ອງ {1}
apps/erpnext/erpnext/assets/doctype/location/location_tree.js,New Location,ສະຖານທີ່ໃຫມ່
DocType: Purchase Invoice,Purchase Taxes and Charges Template,ຊື້ພາສີອາກອນແລະຄ່າບໍລິການ Template
DocType: Additional Salary,Date on which this component is applied,ວັນທີທີ່ ນຳ ໃຊ້ສ່ວນປະກອບນີ້
DocType: Subscription,Current Invoice Start Date,ວັນທີເລີ່ມຕົ້ນໃບແຈ້ງຫນີ້
DocType: Designation Skill,Designation Skill,ທັກສະການອອກແບບ
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Import of goods,ການ ນຳ ເຂົ້າສິນຄ້າ
DocType: Timesheet,TS-,TS-
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,{0} {1}: Either debit or credit amount is required for {2},{0} {1}: ບໍ່ວ່າບັດເດບິດຈໍານວນເປັນສິ່ງຈໍາເປັນສໍາລັບ {2}
DocType: GL Entry,Remarks,ຂໍ້ສັງເກດ
DocType: Support Settings,Track Service Level Agreement,ຕິດຕາມສັນຍາລະດັບການບໍລິການ
DocType: Hotel Room Amenity,Hotel Room Amenity,Hotel Room Amenity
DocType: Budget,Action if Annual Budget Exceeded on MR,ປະຕິບັດຖ້າຫາກວ່າງົບປະມານປະຈໍາປີເກີນກວ່າທ່ານ
DocType: Course Enrollment,Course Enrollment,ການລົງທະບຽນຮຽນ
DocType: Payment Entry,Account Paid From,ບັນຊີຊໍາລະເງິນຈາກ
DocType: Purchase Order Item Supplied,Raw Material Item Code,ວັດຖຸດິບລະຫັດສິນຄ້າ
DocType: Task,Parent Task,Task Parent
DocType: Project,From Template,ຈາກແມ່ແບບ
DocType: Journal Entry,Write Off Based On,ຂຽນ Off ຖານກ່ຽວກັບ
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Print and Stationery,Print ແລະເຄື່ອງຮັບໃຊ້ຫ້ອງ
DocType: Stock Settings,Show Barcode Field,ສະແດງໃຫ້ເຫັນພາກສະຫນາມ Barcode
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js,Send Supplier Emails,ສົ່ງອີເມວ Supplier
DocType: Asset Movement,ACC-ASM-.YYYY.-,ACC-ASM-.YYYY.-
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","ເງິນເດືອນດໍາເນີນການສໍາລັບການໄລຍະເວລາລະຫວ່າງ {0} ແລະ {1}, ອອກຈາກໄລຍະເວລາຄໍາຮ້ອງສະຫມັກບໍ່ສາມາດຈະຢູ່ລະຫວ່າງລະດັບວັນທີນີ້."
DocType: Fiscal Year,Auto Created,ສ້າງໂດຍອັດຕະໂນມັດ
apps/erpnext/erpnext/hr/doctype/employee_onboarding/employee_onboarding.py,Submit this to create the Employee record,ສົ່ງຂໍ້ມູນນີ້ເພື່ອສ້າງບັນທຶກພະນັກງານ
DocType: Item Default,Item Default,Item default
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Intra-State Supplies,ເຄື່ອງໃຊ້ພາຍໃນລັດ
DocType: Chapter Member,Leave Reason,ອອກຈາກເຫດຜົນ
apps/erpnext/erpnext/accounts/doctype/bank_account/bank_account.py,IBAN is not valid,IBAN ບໍ່ຖືກຕ້ອງ
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py,Invoice {0} no longer exists,ໃບແຈ້ງຫນີ້ {0} ບໍ່ມີຢູ່ແລ້ວ
DocType: Guardian Interest,Guardian Interest,ຜູ້ປົກຄອງທີ່ຫນ້າສົນໃຈ
DocType: Volunteer,Availability,Availability
apps/erpnext/erpnext/hr/doctype/leave_type/leave_type.py,Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,ໃບສະ ໝັກ ອອກແມ່ນຕິດພັນກັບການຈັດສັນການພັກຜ່ອນ {0}. ໃບສະ ໝັກ ບໍ່ສາມາດ ກຳ ນົດເປັນວັນພັກໂດຍບໍ່ຕ້ອງຈ່າຍ
apps/erpnext/erpnext/config/retail.py,Setup default values for POS Invoices,ຕັ້ງຄ່າຄ່າເລີ່ມຕົ້ນສໍາຫລັບໃບແຈ້ງຫນີ້ POS
DocType: Employee Training,Training,ການຝຶກອົບຮົມ
DocType: Project,Time to send,ເວລາທີ່ຈະສົ່ງ
apps/erpnext/erpnext/public/js/hub/pages/Selling.vue,This page keeps track of your items in which buyers have showed some interest.,ຫນ້ານີ້ຕິດຕາມລາຍການຂອງທ່ານທີ່ຜູ້ຊື້ໄດ້ສະແດງຄວາມສົນໃຈບາງຢ່າງ.
DocType: Timesheet,Employee Detail,ຂໍ້ມູນພະນັກງານ
apps/erpnext/erpnext/healthcare/doctype/clinical_procedure/clinical_procedure.py,Set warehouse for Procedure {0} ,ຕັ້ງຄ່າສາງສໍາລັບຂັ້ນຕອນ {0}
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Guardian1 Email ID,ລະຫັດອີເມວ Guardian1
apps/erpnext/erpnext/education/report/student_and_guardian_contact_details/student_and_guardian_contact_details.py,Guardian1 Email ID,ລະຫັດອີເມວ Guardian1
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Error: {0} is mandatory field,ຂໍ້ຜິດພາດ: {0} ແມ່ນພາກສະ ໜາມ ທີ່ ຈຳ ເປັນ
DocType: Lab Prescription,Test Code,Test Code
apps/erpnext/erpnext/config/website.py,Settings for website homepage,ການຕັ້ງຄ່າສໍາລັບຫນ້າທໍາອິດຂອງເວັບໄຊທ໌
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py,{0} is on hold till {1},{0} ແມ່ນລໍຖ້າຈົນກວ່າ {1}
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py,RFQs are not allowed for {0} due to a scorecard standing of {1},RFQs ຍັງບໍ່ໄດ້ອະນຸຍາດໃຫ້ສໍາລັບການ {0} ເນື່ອງຈາກການນຸ່ງປະຈໍາດັດນີຊີ້ວັດຂອງ {1}
apps/erpnext/erpnext/templates/pages/order.html,Make Purchase Invoice,ເຮັດໃບເກັບເງິນຊື້
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application_dashboard.html,Used Leaves,Used Leaves
apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,{0} Coupon used are {1}. Allowed quantity is exhausted,{0} ຄູປອງທີ່ໃຊ້ແມ່ນ {1}. ປະລິມານທີ່ອະນຸຍາດ ໝົດ ແລ້ວ
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan.js,Do you want to submit the material request,ທ່ານຕ້ອງການສົ່ງ ຄຳ ຮ້ອງຂໍເອກະສານ
DocType: Job Offer,Awaiting Response,ລັງລໍຖ້າການຕອບໂຕ້
DocType: Course Schedule,EDU-CSH-.YYYY.-,EDU-CSH-yYYY.-
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py,Above,ຂ້າງເທິງ
DocType: Support Search Source,Link Options,Link Options
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Total Amount {0},ຍອດລວມ {0}
apps/erpnext/erpnext/controllers/item_variant.py,Invalid attribute {0} {1},ເຫດຜົນທີ່ບໍ່ຖືກຕ້ອງ {0} {1}
DocType: Supplier,Mention if non-standard payable account,ກ່າວເຖິງຖ້າຫາກວ່າບໍ່ໄດ້ມາດຕະຖານບັນຊີທີ່ຕ້ອງຈ່າຍ
apps/erpnext/erpnext/education/report/course_wise_assessment_report/course_wise_assessment_report.py,Please select the assessment group other than 'All Assessment Groups',ກະລຸນາເລືອກກຸ່ມການປະເມີນຜົນອື່ນທີ່ບໍ່ແມ່ນ &#39;ທັງຫມົດ Assessment Groups&#39;
